id,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,new_genres
19118,Planetshakers,0.0187,0.51,244333,0.937,0,0.681,-4.979,0.0821,141.975,0.539,56,0,1,2,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",christian
20411,Robin Mark,0.566,0.306,238173,0.431,0,0.107,-6.746,0.0283,130.269,0.256,44,2,1,2,"['christian music', 'classic praise', 'roots worship', 'uk worship', 'worship']",christian
12063,Jon Foreman,0.761,0.65,296913.5,0.3535,0.0011995,0.0988,-11.4485,0.03125,116.516,0.2315,45.5,11,1,4,"['acoustic pop', 'christian alternative rock', 'christian uplift', 'dreamo', 'indiecoustica', 'roots worship', 'worship']",christian
5829,Decyfer Down,0.000112,0.478,251200,0.704,0,0.0957,-6.283,0.0276,88.011,0.398,45,7,1,2,"['christian alternative rock', 'christian rock', 'hard alternative', 'post-grunge']",christian
25432,Tree63,0.0709,0.707,229267,0.592,0,0.147,-7.719,0.0304,120.026,0.484,41,1,1,2,"['african rock', 'ccm', 'christian alternative rock', 'christian music', 'south african rock', 'worship']",christian
7358,Ericson Alexander Molano,0.551,0.434,392266.5,0.4955,4.40E-06,0.539,-9.859,0.03415,109.9225,0.2269,51.5,2,1,4,"['latin christian', 'latin worship']",christian
17173,Nancy Amancio,0.361,0.6,257821,0.6305,0,0.1238,-5.1825,0.04985,155.821,0.329,49,3,0,4,"['adoracion', 'latin christian', 'latin worship']",christian
23278,Tercer Cielo,0.557692308,0.533461538,266529,0.572076923,1.55E-07,0.123723077,-4.889153846,0.031,123.3639231,0.316384615,57.76923077,2,1,13,"['latin christian', 'latin worship', 'mariachi cristiano']",christian
15900,Matt Redman,0.236353333,0.4485,317546.5,0.6045,0.010292583,0.351466667,-7.679666667,0.037183333,136.622,0.22605,51.66666667,11,1,12,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'roots worship', 'uk worship', 'world worship', 'worship']",christian
9987,Hillsong Worship,0.143759417,0.3755625,347365.0625,0.558145833,0.000139148,0.325845833,-7.028,0.031883333,136.9669792,0.187166667,50.95833333,0,1,48,"['ccm', 'christian music', 'russian ccm', 'world worship', 'worship']",christian
10784,Jacobo Ramos,0.162,0.485,268800,0.468,0,0.213,-8.566,0.0295,135.126,0.125,53,9,1,2,"['adoracion', 'latin christian', 'latin worship']",christian
25131,TobyMac,0.081023778,0.672244444,230128.3333,0.830733333,0.000932043,0.208095556,-4.3888,0.07134,119.3897333,0.654311111,48.22222222,0,1,45,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'worship']",christian
16178,MercyMe,0.1233046,0.494125,242589.0833,0.736708333,0.001819013,0.138016667,-5.282083333,0.042904167,122.3919167,0.408233333,47.79166667,9,1,48,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'worship']",christian
11048,Jars Of Clay,0.120285,0.5695,264193.5,0.678166667,1.34E-05,0.142333333,-9.637166667,0.033266667,100.83,0.602833333,37.5,7,1,12,"['ccm', 'christian alternative rock', 'christian music', 'worship']",christian
17046,MxPx,0.0148905,0.394,183668.6667,0.893166667,0.03400198,0.150683333,-4.190333333,0.097883333,139.2145,0.643166667,42.83333333,9,1,12,"['christian punk', 'emo', 'pop punk', 'punk', 'ska punk', 'skate punk']",christian
3960,Casting Crowns,0.212321021,0.472489362,276019.8723,0.61206383,1.16E-05,0.164059574,-6.785723404,0.034334043,123.8738936,0.295446809,50.74468085,6,1,47,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",christian
2930,Bob Fitts,0.502,0.455,136707,0.77,0,0.574,-12.376,0.089,182.748,0.471,31,0,0,1,"['christian relaxative', 'classic praise', 'world worship', 'worship']",christian
1745,Audio Adrenaline,0.030223333,0.683,212129,0.839333333,7.93E-06,0.093133333,-6.033666667,0.054566667,117.3456667,0.719666667,41.33333333,2,1,6,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",christian
3378,Bryan & Katie Torwalt,0.309766667,0.349,294686.6667,0.523666667,4.26E-05,0.112333333,-8.603333333,0.038933333,141.765,0.1187,54.66666667,2,1,6,"['anthem worship', 'ccm', 'christian music', 'norsk lovsang', 'world worship', 'worship']",christian
26050,Vino Nuevo,0.6972,0.4146,416861.2,0.4872,0,0.2024,-7.721,0.03176,130.717,0.1904,49.2,0,1,10,"['latin christian', 'latin worship']",christian
5077,Crystal Lewis,0.27,0.622,364400,0.571,9.77E-06,0.0615,-8.829,0.0347,144.44,0.446,33,9,1,2,['christian music'],christian
12854,Keith & Kristyn Getty,0.658333333,0.451666667,283297.6667,0.333333333,1.26E-06,0.174333333,-9.766666667,0.029566667,119.1703333,0.306,46.66666667,7,1,6,"['ccm', 'christian music', 'christian relaxative', 'roots worship', 'worship']",christian
20845,Ryan Stevenson,0.196,0.305,331613,0.726,0,0.464,-6.375,0.061,82.673,0.554,59,9,1,1,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",christian
5692,David Meece,0.3,0.429,278293,0.388,0,0.0566,-9.084,0.0315,120.297,0.168,34,4,0,2,"['christian music', 'deep christian rock']",christian
20794,Russ Taff,0.099,0.628,279964.3333,0.536333333,0.000103333,0.123133333,-12.092,0.033133333,114.3803333,0.488,28.33333333,2,1,6,"['christian music', 'deep christian rock']",christian
21154,Sandi Patty,0.574166667,0.2885,280722.1667,0.464083333,1.52E-05,0.28935,-8.15425,0.039241667,115.9889167,0.206083333,34.41666667,8,1,12,"['christian music', 'christian relaxative', 'worship']",christian
17400,New Life Worship,0.00799,0.246,328933,0.51,4.57E-05,0.325,-6.637,0.036,159.915,0.101,51,2,1,1,"['anthem worship', 'ccm', 'christian music', 'christian relaxative', 'deep ccm', 'world worship', 'worship']",christian
13376,Kutless,0.05868715,0.459,244600.25,0.68475,0,0.10895,-6.347,0.02895,152.5975,0.32325,43.75,6,1,8,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",christian
24363,The O.C. Supertones,0.0301,0.526,161533,0.968,0.0387,0.133,-2.655,0.0549,97.176,0.667,33,9,1,2,"['christian alternative rock', 'christian music', 'christian punk']",christian
19065,Pillar,0.0005755,0.591,208707,0.887,0.000939,0.1214,-4.4505,0.06765,106.133,0.575,49.5,7,1,4,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",christian
10105,House of Heroes,0.0786,0.567,195853,0.774,0,0.622,-4.372,0.0325,139.034,0.852,42,11,0,2,"['christian alternative rock', 'christian punk', 'christian rock', 'columbus ohio indie', 'dreamo']",christian
17233,Natalie Grant,0.103,0.468,280644.3333,0.536,0.006433333,0.101833333,-7.010333333,0.035033333,121.2563333,0.124266667,49.66666667,7,1,6,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",christian
1652,Ascend The Hill,0.0443,0.463,403053,0.499,0,0.0874,-6.659,0.0281,128.07,0.0804,45,6,1,2,"['anthem worship', 'christian uplift', 'deep ccm', 'roots worship']",christian
19751,Ray Boltz,0.677,0.393,342533,0.241,0,0.108,-13.209,0.0346,125.599,0.119,35,7,1,2,['christian music'],christian
9304,Grupo Inspiracion,0.0798,0.242,570026.5,0.8015,0.00317055,0.5865,-8.0145,0.07075,114.2225,0.4415,38.5,7,1,4,['latin christian'],christian
10675,Jaci Velasquez,0.560111111,0.423777778,244401.2222,0.478444444,3.68E-06,0.128666667,-7.810444444,0.028477778,112.8108889,0.226777778,37.77777778,5,1,9,['christian music'],christian
