id,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,primary_genres,secondary_genres,PrimarynSecondary_genres
26851,Young Bo,0.145,0.986,229669,0.597,2.18E-06,0.197,-6.809,0.308,115.004,0.761,55,8,1,2,"['baton rouge rap', 'trap']",rap,trap,rap/trap
19105,Pi’erre Bourne,0.0948,0.7455,195060.5,0.555,6.30E-07,0.1685,-6.709,0.16365,79.969,0.4595,62.5,6,0,4,"['melodic rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
21956,Slim Thug,0.059342308,0.760461538,275374.1154,0.758653846,0.000290605,0.231523077,-5.980538462,0.206053846,134.3463462,0.580615385,47.03846154,1,1,26,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
16784,Montana of 300,0.291,0.619,279121.5,0.8275,0,0.1805,-4.415,0.06515,97.84,0.723,58.5,6,1,4,"['chicago drill', 'chicago rap', 'drill', 'southern hip hop', 'trap']",rap,trap,rap/trap
12564,K/DA,0.0183,0.566,191100,0.769,0,0.108,-4.342,0.0872,170.036,0.385,74,7,1,1,"['deep pop r&b', 'trap', 'trap soul']",rap,trap,rap/trap
25424,Travis Porter,0.102866667,0.890916667,220625.6667,0.69125,0,0.137258333,-5.200166667,0.121466667,112.1314167,0.570583333,53.25,2,1,12,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
19699,Rapsody,0.118702,0.638,330573,0.644,0,0.1554,-8.2506,0.3104,101.6938,0.6288,56.4,1,0,5,"['alternative hip hop', 'alternative r&b', 'escape room', 'hip hop', 'nc hip hop', 'southern hip hop', 'trap queen', 'underground hip hop']",rap,trap,rap/trap
3394,Brytiago,0.394846154,0.805615385,307863.4615,0.647692308,5.09E-06,0.183892308,-6.307076923,0.1826,126.9158462,0.608846154,71.23076923,6,0,13,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",rap,trap,rap/trap
13370,Kurupt,0.14882,0.778,256884.5652,0.711521739,0.001862229,0.222417391,-5.553434783,0.238552174,107.9039565,0.617173913,52.69565217,1,0,23,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap', 'west coast trap']",rap,trap,rap/trap
18924,Pham,0.26,0.824,208671,0.538,3.45E-05,0.13,-7.972,0.269,110.879,0.352,68,6,1,1,['bass trap'],rap,trap,rap/trap
2166,Bassnectar,0.002846143,0.529285714,295179.6429,0.777428571,0.238396714,0.314392857,-5.137071429,0.069992857,133.6302143,0.218942857,49.28571429,1,1,14,"['breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'glitch hop']",rap,trap,rap/trap
14378,Lookas,0.000704,0.657,190186,0.827,0.00534,0.065,-4.036,0.0734,145.889,0.69,65,5,1,4,"['bass trap', 'brostep', 'catstep', 'electro house', 'electronic trap', 'traprun']",rap,trap,rap/trap
12371,Juelz Santana,0.092227692,0.674384615,234539.4231,0.709576923,7.16E-05,0.353730769,-5.597615385,0.254923077,113.3183846,0.549307692,50.11538462,0,1,26,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']",rap,trap,rap/trap
16201,Messiah,0.155,0.894,335737,0.721,0,0.154,-5.829,0.258,107.963,0.392,66,4,0,1,"['dominican pop', 'reggaeton flow', 'trap latino']",rap,trap,rap/trap
26873,Young Money,0.085658667,0.6658,258546.6667,0.639266667,7.41E-07,0.302066667,-7.139466667,0.22318,118.5390667,0.527266667,55.86666667,2,1,15,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
4720,Clyde Carson,0.0995,0.813,220987,0.523,2.08E-06,0.273,-6.584,0.0658,101.068,0.158,54,8,1,1,"['cali rap', 'hyphy', 'west coast rap', 'west coast trap']",rap,trap,rap/trap
19415,Queen Key,0.0761,0.846,144660,0.809,0,0.082,-3.076,0.336,140.011,0.512,63,11,0,2,"['deep pop r&b', 'trap queen']",rap,trap,rap/trap
16762,Moneybagg Yo,0.063362929,0.78575,185938,0.6985,0.000107597,0.163942857,-5.508142857,0.267142857,132.5577143,0.611821429,63.78571429,1,1,28,"['hip hop', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
5759,Daz Dillinger,0.058042222,0.675444444,254647.3333,0.784444444,0.000183556,0.361933333,-5.473444444,0.237777778,103.1718889,0.603,54.77777778,9,1,9,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap', 'west coast trap']",rap,trap,rap/trap
6506,Dreezy,0.1278,0.590666667,285791,0.578333333,1.03E-06,0.105333333,-6.704333333,0.287333333,80.37,0.391,61,7,0,3,"['chicago rap', 'deep pop r&b', 'drill', 'escape room', 'hip pop', 'trap queen']",rap,trap,rap/trap
14072,Lil B,0.3317,0.5215,224506.5,0.7975,0,0.2068,-5.1855,0.426,110.9975,0.455,47.5,2,1,4,"['atl hip hop', 'atl trap', 'rap']",rap,trap,rap/trap
10421,Ink,0.647666667,0.670333333,267315.6667,0.438,1.43E-05,0.237333333,-6.734,0.075533333,109.347,0.588666667,69.66666667,7,1,3,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
8458,Ganja White Night,0.0106,0.748,230401,0.626,0.0125,0.0603,-7.952,0.0732,170.05,0.308,52,7,1,2,"['brostep', 'edm', 'electro house', 'electronic trap']",rap,trap,rap/trap
21563,Sheck Wes,0.236666667,0.770666667,204603.6667,0.639333333,0.003286667,0.33,-5.091666667,0.137433333,136.3456667,0.514,72.66666667,7,0,6,"['rap', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
26472,William Black,0.645,0.586,214400,0.499,0,0.109,-6.627,0.049,149.79,0.272,62,4,1,2,"['bass trap', 'edm', 'melodic dubstep', 'pop edm', 'traprun']",rap,trap,rap/trap
8306,Fukkit,0.0138,0.812,145625,0.71,0,0.132,-6.321,0.327,84.963,0.805,63,10,0,1,"['dark trap', 'meme rap', 'scream rap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
21558,Shawty Lo,0.04646,0.501,197740,0.7455,0,0.456,-6.026,0.2246,129.982,0.5885,47.5,1,1,4,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
2200,Beanie Sigel,0.060119111,0.723933333,259517.3778,0.737955556,0.00489417,0.196773333,-6.218111111,0.305488889,98.94413333,0.606466667,41.84444444,1,0,45,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
14728,Love,0.305582941,0.542215686,193175.7843,0.560605882,0.047125,0.129447059,-11.66760784,0.047482353,119.2413725,0.584015686,30.74509804,9,1,102,"['canadian hip hop', 'dark trap', 'emo rap', 'ottawa rap', 'underground hip hop']",rap,trap,rap/trap
21996,Smokepurpp,0.0975175,0.788875,187831.125,0.548625,0.00023125,0.1517125,-7.066375,0.203525,137.448125,0.43575,67.75,7,1,8,"['melodic rap', 'meme rap', 'miami hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
19884,Reese LAFLARE,0.431,0.673333333,231277.6667,0.499666667,0,0.107633333,-8.403333333,0.1672,100.2823333,0.495333333,65,0,0,3,"['underground hip hop', 'vapor trap']",rap,trap,rap/trap
5758,Daz,0.108433333,0.822666667,291742.3333,0.825333333,0,0.344333333,-7,0.208333333,93.131,0.624,47,4,0,3,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap', 'west coast trap']",rap,trap,rap/trap
8376,GANZ,0.00219,0.493,290000,0.806,0.101,0.261,-6.937,0.076,142.972,0.355,50,6,1,2,"['electronic trap', 'vapor twitch']",rap,trap,rap/trap
21281,Scarlxrd,0.0505,0.585,193567,0.895,0.00423,0.32,-3.663,0.136,119.904,0.181,66,11,0,2,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop']",rap,trap,rap/trap
6239,Doe Boy,0.061466667,0.849,195942.6667,0.698666667,0,0.235333333,-4.859,0.214,127.138,0.382333333,67,1,0,3,"['atl hip hop', 'atl trap', 'gangster rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",rap,trap,rap/trap
25082,Tink,0.395325,0.58225,224692,0.5085,0.000366735,0.1269,-8.081,0.101475,111.202,0.406,59.5,7,0,8,"['chicago rap', 'deep pop r&b', 'drill', 'r&b', 'trap queen']",rap,trap,rap/trap
5003,Craig Xen,0.141,0.762,167520,0.709,0,0.0798,-5.333,0.337,174.041,0.537,67,11,1,2,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
21947,Slim,0.0021,0.784,212453,0.559,0,0.412,-4.862,0.0846,90.994,0.698,40,2,1,1,['trap'],rap,trap,rap/trap
21144,San Holo,0.158942857,0.651,257840.7143,0.661142857,0.05287074,0.107114286,-5.875285714,0.0525,147.9095714,0.497142857,60.28571429,6,1,7,"['edm', 'electro house', 'electronic trap', 'electropop', 'pop edm', 'vapor twitch']",rap,trap,rap/trap
14021,Lexii Alijai,0.23,0.559,218593,0.462,0,0.0997,-8.843,0.216,115.587,0.65,53,9,1,2,"['minnesota hip hop', 'trap queen']",rap,trap,rap/trap
122,6 Dogs,0.224,0.748,171907,0.66,0.053,0.101,-4.704,0.0487,137.033,0.328,68,6,1,2,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
27080,Zookeepers,0.0156,0.515,180800,0.745,0.00787,0.485,-5.359,0.0394,150.134,0.0687,62,7,0,2,['bass trap'],rap,trap,rap/trap
4729,Cochise,0.0232,0.734,149145,0.693,0,0.225,-6.227,0.056,78.005,0.332,65,2,0,2,['vapor trap'],rap,trap,rap/trap
1882,BIA,0.232113333,0.757666667,171834.8333,0.684333333,5.28E-07,0.1185,-4.4555,0.187333333,110.618,0.4725,57.83333333,5,1,6,"['escape room', 'rap latina', 'trap queen']",rap,trap,rap/trap
8201,Freddie Dredd,0.160710769,0.804923077,129979.0769,0.816,0.149140921,0.101646154,-5.032923077,0.206769231,131.5614615,0.700384615,68.07692308,1,1,13,"['dark trap', 'meme rap', 'phonk']",rap,trap,rap/trap
10202,Hurricane Chris,0.071984286,0.654428571,257571.5714,0.714285714,0,0.130471429,-5.138142857,0.328714286,123.5505714,0.608714286,46.57142857,6,1,7,"['deep southern trap', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
21292,Scooter,0.000856,0.5265,230966.5,0.941,0.03814,0.412,-9.172,0.0486,142.0065,0.607,62,2,0,4,"['atl trap', 'dirty south rap', 'drill', 'gangster rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
19314,Problem,0.166643077,0.723461538,220860.4615,0.574230769,0.001012523,0.183738462,-7.382230769,0.184546154,100.2493077,0.432846154,56.30769231,1,1,13,"['cali rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast trap']",rap,trap,rap/trap
27110,bbno$,0.21880625,0.8301875,148802.1875,0.52575,0.000144654,0.13921875,-7.9963125,0.2179875,131.2461875,0.67825,71.4375,10,0,16,"['canadian hip hop', 'dark trap', 'pop rap', 'vapor trap']",rap,trap,rap/trap
13043,Kid Ink,0.090678571,0.697428571,219598.1429,0.651714286,3.30E-05,0.174128571,-6.307178571,0.084178571,122.3346429,0.510785714,59.25,8,1,28,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
14098,Lil Mosey,0.253296,0.72204,157081.8,0.61584,0,0.146816,-6.85232,0.069008,116.42132,0.46824,73.36,0,1,25,"['melodic rap', 'rap conscient', 'trap', 'vapor trap']",rap,trap,rap/trap
26874,Young Nudy,0.088416364,0.791,191125.6364,0.605454545,0,0.158145455,-6.024090909,0.267272727,138.0812727,0.443,64.18181818,1,1,11,"['atl trap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
15239,Malaa,0.0508,0.813,271219,0.569,0.0016,0.056,-6.068,0.0468,123.028,0.18,61,2,1,2,"['bass house', 'edm', 'electro house', 'electronic trap', 'house']",rap,trap,rap/trap
17306,Ne-Yo,0.190856974,0.628302632,237325.0526,0.712789474,0.000559778,0.216951316,-5.895092105,0.127057895,123.8170263,0.551907895,53.38157895,5,1,76,"['baton rouge rap', 'trap']",rap,trap,rap/trap
26820,Yo Yo,0.19125,0.8925,291700,0.4775,0,0.271,-10.0815,0.358,90.735,0.657,46.5,7,1,4,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",rap,trap,rap/trap
5501,Danny Towers,0.0295,0.949,135023,0.425,0,0.106,-7.393,0.224,124.927,0.621,66,5,1,1,"['dark trap', 'underground hip hop']",rap,trap,rap/trap
22036,Snow Tha Product,0.4207,0.814333333,220430,0.579333333,0,0.297666667,-9.025333333,0.166,128.6653333,0.463333333,54.33333333,5,0,3,"['rap latina', 'trap queen']",rap,trap,rap/trap
2668,Billy Marchiafava,0.2535,0.906,139032.5,0.621,2.38E-06,0.0903,-6.0535,0.2144,118.954,0.7055,67.5,1,0,4,"['meme rap', 'social media pop', 'vapor trap']",rap,trap,rap/trap
14123,Lil Yachty,0.17799169,0.811211268,196272.7465,0.576901408,0.000875192,0.162864789,-6.488971831,0.235294366,133.8457183,0.537028169,65.61971831,8,1,71,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
14642,Lost Sky,0.302,0.669,194284,0.937,0.783,0.118,-4.325,0.0397,110.006,0.344,69,6,1,2,"['bass trap', 'gaming edm']",rap,trap,rap/trap
21891,Skippa Da Flippa,0.0951,0.812,268115,0.648,0,0.11,-4.994,0.0887,130.022,0.246,59,2,1,1,"['trap', 'vapor trap']",rap,trap,rap/trap
10647,JGRXXN,0.05557,0.6085,228249.5,0.718,0.1325114,0.0961,-5.697,0.16535,105.0485,0.1303,62,10,0,4,"['atl trap', 'dark trap', 'phonk', 'underground hip hop']",rap,trap,rap/trap
1155,Angel Haze,0.135,0.651,189531,0.876,0,0.224,-7.033,0.357,76.166,0.736,48,8,1,2,"['escape room', 'hip pop', 'lgbtq+ hip hop', 'native american hip hop', 'transpop', 'trap queen']",rap,trap,rap/trap
6071,Diego Money,0.0565,0.662,131000,0.565,3.72E-05,0.264,-7.852,0.406,163.084,0.335,59,1,1,1,['vapor trap'],rap,trap,rap/trap
26821,Yo-Yo,0.0449,0.781,263617.6667,0.658,0.0116,0.076766667,-8.822,0.242333333,97.865,0.765666667,38.33333333,10,0,3,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",rap,trap,rap/trap
139,8Ball & MJG,0.046216,0.7446,304293.2667,0.696666667,0,0.244573333,-6.984466667,0.228893333,132.3586667,0.577,39.93333333,11,1,15,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
26645,Words,0.161,0.772,338813,0.846,0,0.201,-5.939,0.432,85.524,0.677,39,8,1,2,"['christian hip hop', 'christian trap']",rap,trap,rap/trap
16761,Money Man,0.0265,0.842,160952,0.715,0.0554,0.0831,-6.03,0.0913,126.022,0.428,65,2,1,2,"['atl trap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
12372,Juhn,0.222533333,0.732666667,268578,0.588666667,2.90E-06,0.097366667,-6.242,0.139733333,147.3516667,0.178133333,71.33333333,6,0,3,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",rap,trap,rap/trap
17593,Nine,0.104,0.674,272160,0.767,1.09E-06,0.0893,-7.303,0.0609,97.075,0.837,35,2,1,2,"['florida rap', 'vapor trap']",rap,trap,rap/trap
6479,Drakeo the Ruler,0.217533333,0.868333333,194897,0.403,4.08E-05,0.1361,-12.41366667,0.318333333,94.047,0.353,55,1,1,6,"['cali rap', 'vapor trap', 'west coast trap']",rap,trap,rap/trap
15439,Marco McKinnis,0.346,0.725,293347,0.418,1.01E-06,0.0658,-8.799,0.0309,77.923,0.378,60,9,1,2,"['alternative r&b', 'indie r&b', 'trap soul']",rap,trap,rap/trap
26317,Webbie,0.072824946,0.759513514,264251.7027,0.670891892,6.22E-05,0.220078378,-5.904783784,0.153981081,130.1673243,0.518621622,45.16216216,1,1,37,"['baton rouge rap', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
13612,Landon Cube,0.315375,0.734125,219657.875,0.65525,6.81E-07,0.2545,-7.187625,0.1295375,102.6305,0.506125,69,6,0,8,"['emo rap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
14113,Lil Tracy,0.177375,0.65375,154897.5,0.574125,1.51E-06,0.1340125,-7.726625,0.055025,137.919,0.4965,70.5,11,1,16,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
3925,Casey Veggies,0.1542925,0.54025,329368.75,0.721,0.031106188,0.3245,-6.530375,0.3235,120.43175,0.597875,52.375,1,0,8,"['hip hop', 'rap', 'underground hip hop', 'west coast trap']",rap,trap,rap/trap
26915,Yung Bleu,0.10362,0.6912,207061.6,0.5532,7.90E-07,0.09896,-5.7758,0.17758,120.2486,0.22244,58.6,4,0,5,"['alabama rap', 'deep pop r&b', 'trap']",rap,trap,rap/trap
13068,Killstation,0.189972,0.4794,171975.2,0.5544,0.053,0.08236,-9.1852,0.294,77.1354,0.15392,64,4,0,5,"['dark trap', 'emo rap', 'underground hip hop']",rap,trap,rap/trap
2742,Blac Youngsta,0.0139155,0.9425,157805,0.5645,0.0001215,0.0718,-8.0015,0.279,135.5255,0.595,63.5,1,1,4,"['rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
8453,Gangsta Boo,0.082082857,0.836857143,216881.8571,0.600857143,0.13257261,0.185514286,-8.702857143,0.309142857,148.0075714,0.525428571,42.85714286,1,1,7,"['dirty south rap', 'gangster rap', 'hip pop', 'memphis hip hop', 'southern hip hop', 'trap']",rap,trap,rap/trap
1813,Axel Thesleff,0.0131,0.7,416000,0.546,0.0305,0.172,-7.705,0.109,80.004,0.302,66,5,0,2,"['bass trap', 'finnish edm']",rap,trap,rap/trap
25562,Turbo,0.541,0.787,217728,0.518,0,0.132,-8.084,0.268,91.344,0.327,67,6,0,1,['trap'],rap,trap,rap/trap
25476,Trinidad James,0.0209125,0.71725,269578.125,0.6625,3.85E-07,0.241375,-7.19525,0.282625,124.733,0.482125,56.375,1,1,8,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
14083,Lil Donald,0.714,0.802,206557,0.42,4.10E-06,0.11,-9.131,0.101,130.119,0.603,68,5,0,2,['atl trap'],rap,trap,rap/trap
5519,Darell,0.273253846,0.818076923,308961.2308,0.723692308,0.000487442,0.157507692,-4.473615385,0.194561538,134.2639231,0.611384615,75.76923077,0,0,13,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",rap,trap,rap/trap
2164,Bass Santana,0.552,0.556,118361,0.64,0,0.215,-7.504,0.445,88.399,0.703,71,11,1,1,"['dark trap', 'miami hip hop', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
22189,Soulja Boy,0.115301926,0.723074074,232467,0.720111111,0,0.230248148,-4.814333333,0.136377778,130.4867407,0.601851852,53.25925926,1,0,27,"['atl hip hop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
5978,Destructo,0.00249,0.83,144893,0.571,0,0.106,-5.935,0.259,121.834,0.169,62,9,1,1,"['bass house', 'brostep', 'electro house', 'electronic trap']",rap,trap,rap/trap
11649,Joe Budden,0.051833333,0.598,254844.3333,0.836666667,0,0.149333333,-5.030333333,0.334,106.7146667,0.682666667,55,6,1,3,"['battle rap', 'hip hop', 'new jersey rap', 'pop rap', 'rap', 'trap']",rap,trap,rap/trap
8812,Ghostemane,0.056330211,0.792157895,147571.9474,0.731210526,0.044936989,0.342863158,-6.962421053,0.264931579,131.4126842,0.252768421,64.73684211,1,1,19,"['dark trap', 'emo rap', 'florida rap', 'underground hip hop']",rap,trap,rap/trap
6862,Eduard van Beinum,0.949814433,0.269078351,308912.8144,0.187194021,0.751621443,0.188573196,-19.89150515,0.044151546,101.2673711,0.177459794,0.154639175,2,1,194,"['historic orchestral performance', 'orchestral performance']",,performance,
5433,Daniel Harding,0.87,0.114,331933,0.0701,0.431,0.0916,-23.417,0.0445,89.33,0.0371,54,4,0,2,['orchestral performance'],,performance,
9912,Herbert Blomstedt,0.968,0.0634,259333,0.0216,0.954,0.117,-23.377,0.0447,66.201,0.0343,39,4,1,2,['orchestral performance'],,performance,
21841,Sir Thomas Beecham,0.924272727,0.249206818,469458.9318,0.161452273,0.729719545,0.215277273,-18.75029545,0.042272727,99.77559091,0.123004545,0.75,2,1,44,['orchestral performance'],,performance,
16970,Mstislav Rostropovich,0.895625,0.324625,386681.625,0.063075,0.37998,0.1403625,-27.31625,0.043475,108.8745,0.287425,23.625,0,1,8,"['classical', 'classical cello', 'classical performance']",classical,performance,classical/performance
318,Academy of Ancient Music,0.890181818,0.334272727,260773.2727,0.1948,0.090783727,0.174681818,-19.91254545,0.045545455,115.4035455,0.301118182,48.09090909,4,1,11,"['baroque ensemble', 'choral', 'classical performance', 'historically informed performance']",classical,performance,classical/performance
15968,Maurizio Pollini,0.985,0.282,160286.8333,0.15122,0.908,0.12525,-22.39366667,0.034283333,105.401,0.160666667,35.16666667,1,1,12,"['classical', 'classical performance', 'classical piano']",classical,performance,classical/performance
10791,Jacqueline du Pré,0.967,0.197,614330.6,0.11374,0.7164,0.1152,-21.8328,0.04312,107.8802,0.07552,32.8,7,1,5,"['classical cello', 'classical performance']",classical,performance,classical/performance
8684,George Szell,0.955228261,0.337524457,367320.2554,0.140748967,0.703283755,0.155714674,-19.00807065,0.042453804,114.6843804,0.300282065,5.081521739,7,1,184,"['classical performance', 'historic orchestral performance', 'orchestral performance']",classical,performance,classical/performance
12784,Kathryn Stott,0.985,0.12395,260433.5,0.0216,0.8365,0.07675,-29.1355,0.04445,104.152,0.0473,55.5,2,1,4,['classical performance'],classical,performance,classical/performance
19543,Rafael Kubelik,0.9144,0.3324,293250.6,0.27326,0.5246,0.12008,-14.0658,0.03636,92.8572,0.341,13.4,0,1,10,['orchestral performance'],,performance,
9930,Hermann Abendroth,0.98,0.118,520533,0.206,0.909,0.106,-17.07,0.042,58.572,0.0739,0,2,1,2,['historic orchestral performance'],,performance,
10236,I Musici,0.966,0.258,170333,0.0617,0.698,0.309,-25.764,0.0399,95.284,0.265,41,7,1,2,"['chamber orchestra', 'classical performance', 'string orchestra']",classical,performance,classical/performance
9798,Heinrich Neuhaus,0.994,0.38,335547,0.0331,0.915,0.0972,-25.81,0.0351,70.754,0.0951,0,4,1,2,['historic piano performance'],,performance,
26118,Vladimir Horowitz,0.990070423,0.343209611,266541.1251,0.118844275,0.879507871,0.183812345,-23.19341756,0.043359818,94.90067854,0.22595087,3.592377796,1,1,1207,"['classical', 'classical performance', 'classical piano']",classical,performance,classical/performance
12781,Kathleen Long,0.9855,0.2225,628466.5,0.06015,0.912,0.1083,-26.055,0.03695,106.9725,0.134,0,3,1,2,['historic piano performance'],,performance,
19045,Pierre Monteux,0.841916376,0.242392334,328244.7944,0.31001784,0.671512848,0.246763763,-14.6631777,0.042287456,104.5788815,0.181778746,0.202090592,2,1,287,"['historic orchestral performance', 'orchestral performance']",,performance,
9382,Gundula Janowitz,0.981,0.224,632686.5,0.18725,0.3360091,0.321,-19.5185,0.04415,86.223,0.0953,38.5,10,1,2,"['classical performance', 'classical soprano', 'opera']",classical,performance,classical/performance
21029,Sakari Oramo,0.951,0.261,709124.3333,0.121666667,0.887,0.112666667,-18.42566667,0.038866667,113.1446667,0.045733333,52.66666667,9,0,3,['orchestral performance'],,performance,
25080,Tine Thing Helseth,0.98,0.496,224640,0.249,0.934,0.12,-18.131,0.0411,144.239,0.719,50,3,1,2,"['classical performance', 'classical trumpet']",classical,performance,classical/performance
21409,Serge Koussevitzky,0.926052632,0.262257895,563046.2632,0.259263158,0.713631579,0.188631579,-17.31410526,0.043594737,98.98221053,0.163315789,4,7,1,19,"['historic orchestral performance', 'russian romanticism']",,performance,
21781,Simon Barere,0.995,0.389,222133,0.239,0.896,0.65,-16.641,0.0436,70.373,0.314,0,8,1,2,['historic piano performance'],,performance,
