id,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,new_genres
14890,Luke Christopher,0.0948,0.405,248337,0.846,0,0.0666,-3.57,0.195,82.232,0.602,65,6,1,2,"['indie pop rap', 'pop rap']",rap
21286,Schoolly D,0.224,0.606,388907,0.868,0.00103,0.692,-13.493,0.177,98.832,0.28,39,7,1,2,"['east coast hip hop', 'electro', 'gangster rap', 'hip hop', 'hip house', 'old school hip hop', 'philly rap', 'rap']",rap
14117,Lil Uzi Vert,0.154356765,0.763695473,210479.177,0.630539095,4.28E-07,0.205406173,-6.21100823,0.219206584,130.0781399,0.435478189,65.56790123,1,1,243,"['melodic rap', 'philly rap', 'rap']",rap
19660,Ramz,0.185,0.45,202827,0.465,0,0.0782,-7.867,0.268,70.231,0.788,71,7,0,2,"['afroswing', 'london rap', 'swedish gangsta rap', 'uk hip hop']",rap
22127,Sonny Digital,0.335,0.79,235703,0.45,0,0.125,-7.571,0.195,98.064,0.273,67,8,0,2,"['atl hip hop', 'vapor trap']",rap
21672,Shoreline Mafia,0.092024545,0.807454545,170279.2273,0.524272727,9.70E-05,0.146313636,-7.970681818,0.266081818,113.0563636,0.375318182,64.40909091,1,0,22,"['cali rap', 'trap', 'underground hip hop', 'vapor trap']",rap
53,2 Chainz,0.11121449,0.771091837,253278.4082,0.642418367,0.000620847,0.203555102,-6.024755102,0.220565306,125.026398,0.450257143,57.94897959,1,1,98,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
138,8Ball,0.068907143,0.7885,280319.1429,0.661928571,0.000557282,0.234214286,-6.577428571,0.191535714,119.9201429,0.538857143,41.57142857,1,1,14,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",rap
25419,Travis Barker,0.20650192,0.65876,176742.72,0.65136,0.012432,0.209416,-6.16044,0.092552,137.12592,0.444,61.64,11,1,25,['rap rock'],rap
20773,Run–D.M.C.,0.037073263,0.850144737,237649.4737,0.779684211,0.00089322,0.198655263,-8.258328947,0.19415,121.0611447,0.684223684,36.22368421,11,0,76,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop', 'queens hip hop', 'rap']",rap
18070,Orgy,0.001485125,0.554,211700,0.8565,0.0407664,0.246975,-4.969,0.0506,111.7505,0.65,47,10,0,8,"['alternative metal', 'electronic rock', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap rock']",rap
5885,Della,0.56,0.565,233360,0.455,0,0.115,-6.632,0.0346,139.956,0.182,59,4,1,2,"['rap espanol', 'trap espanol']",rap
13443,LL Cool J,0.088391009,0.783798165,264133.2477,0.615770642,0.085239161,0.191844037,-11.32955046,0.245880734,118.6702569,0.639981651,39.83486239,10,0,109,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",rap
8236,Fredo Bang,0.452,0.766,167280,0.74,0,0.109,-5.706,0.0993,154.982,0.78,59,5,0,2,"['baton rouge rap', 'southern hip hop', 'trap']",rap
437,Aftertheparty,0.411,0.832,227260,0.316,6.59E-05,0.258,-15.258,0.063,116.973,0.329,59,9,1,2,"['trap soul', 'vapor trap']",rap
3157,Boyz N Da Hood,0.007205,0.655,253653.5,0.6325,9.80E-05,0.1995,-8.6855,0.1109,77.267,0.2805,46,1,1,4,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
14913,Lund,0.5275,0.7315,236566,0.34725,0.22454,0.1905,-12.497,0.044975,121.006,0.100025,61.25,0,1,8,"['emo rap', 'modern rock', 'pop rap']",rap
10053,Hoodie Allen,0.124922308,0.597153846,209104,0.738846154,2.13E-05,0.2432,-5.161076923,0.158038462,96.29469231,0.627923077,56.92307692,9,1,13,"['indie pop rap', 'pop rap']",rap
6527,Dry Kill Logic,0.000102,0.399,272267,0.937,0.000542,0.608,-4.311,0.0969,136.46,0.29,50,7,1,2,"['alternative metal', 'groove metal', 'industrial metal', 'melodic metalcore', 'nu metal', 'rap rock']",rap
338,Action Bronson,0.22024,0.535533333,274899.8,0.7052,2.37E-06,0.2474,-6.008266667,0.343393333,106.3488,0.520493333,55.66666667,1,1,15,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']",rap
8201,Freddie Dredd,0.160710769,0.804923077,129979.0769,0.816,0.149140921,0.101646154,-5.032923077,0.206769231,131.5614615,0.700384615,68.07692308,1,1,13,"['dark trap', 'meme rap', 'phonk']",rap
11726,Joell Ortiz,0.0454,0.635,303000,0.543,0.000678,0.272,-5.941,0.067,98.743,0.036,68,8,1,2,"['alternative hip hop', 'battle rap', 'boom bap', 'hardcore hip hop', 'hip hop', 'southern hip hop']",rap
26919,Yung Gleesh,0.194,0.732,230920,0.772,1.54E-06,0.242,-6.142,0.267,123.009,0.493,62,2,0,2,"['dmv rap', 'underground hip hop', 'vapor trap']",rap
6099,Dillon Francis,0.1276,0.6525,195553,0.7965,0.355000715,0.425,-4.962,0.0929,137.532,0.713,63,11,0,2,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'tropical house']",rap
12750,Kassav',0.0527,0.776,229333,0.656,0.565,0.0445,-14.316,0.0341,99.981,0.966,24,4,1,2,"['musique guadeloupe', 'rap kreyol', 'zouk', 'zouk riddim']",rap
6524,Drumma Battalion,0.0901,0.641,212715,0.538,0,0.205,-10.398,0.245,79.038,0.296,59,7,1,2,['indie pop rap'],rap
13049,Kid Trunks,0.325,0.793,180707,0.312,0.00324,0.111,-12.01,0.0602,84.97,0.525,63,3,0,1,"['asian american hip hop', 'dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",rap
2842,Block McCloud,0.177,0.591,227747,0.967,0,0.359,-3.068,0.216,92.605,0.858,58,11,1,2,['underground rap'],rap
8451,Gang Starr,0.126677844,0.74840625,215693.0313,0.674203125,0.026580973,0.193879688,-9.732078125,0.265625,106.6836719,0.7141875,43.0625,10,0,64,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",rap
9537,Hallé,0.95625,0.177175,668393.5,0.1022,0.943,0.104375,-21.26525,0.0395,101.284,0.0573,0,0,1,8,"['alternative r&b', 'dance pop', 'deep pop r&b', 'escape room', 'pop', 'pop rap', 'r&b', 'urban contemporary']",rap
3918,Cascada,0.1286525,0.635625,204678.5,0.811125,0.008967254,0.291,-6.120625,0.0632,133.29375,0.571625,47.875,8,1,16,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']",rap
3021,Bobby Shmurda,0.051344444,0.797888889,195068.3333,0.620111111,4.02E-07,0.182044444,-6.173,0.3062,149.4931111,0.557111111,62.44444444,9,1,9,"['nyc rap', 'trap']",rap
25954,Vicious,0.0108,0.86,190200,0.538,0,0.101,-12.652,0.396,97.949,0.564,40,7,1,1,['cali rap'],rap
12046,Jojo,0.0346,0.763,287547,0.84,0,0.0601,-3.704,0.0929,92.477,0.748,62,8,1,1,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",rap
3925,Casey Veggies,0.1542925,0.54025,329368.75,0.721,0.031106188,0.3245,-6.530375,0.3235,120.43175,0.597875,52.375,1,0,8,"['hip hop', 'rap', 'underground hip hop', 'west coast trap']",rap
844,Alison Wonderland,0.00172,0.606,210017,0.829,5.43E-05,0.276,-3.455,0.036,140.033,0.384,59,1,0,2,"['aussietronica', 'brostep', 'edm', 'electra', 'electro house', 'electronic trap', 'escape room', 'indietronica']",rap
19110,Planet Asia,0.000571,0.565,206347,0.897,0.000879,0.646,-6.319,0.111,150.356,0.601,39,1,1,1,"['alternative hip hop', 'boom bap', 'hardcore hip hop', 'turntablism', 'underground hip hop', 'underground rap']",rap
25050,Timbaland,0.09580775,0.780375,229569.65,0.772525,0.0394004,0.16405,-5.829925,0.11372,115.688825,0.7114825,55,8,0,40,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']",rap
10573,Ivy,0.367,0.614,265627,0.656,0.15,0.113,-7.559,0.0245,95.531,0.697,42,1,1,2,"['latin', 'latin hip hop', 'rap latina', 'reggaeton', 'reggaeton flow', 'tropical']",rap
9387,Gunplay,0.288,0.499,237733,0.921,0,0.482,-3.373,0.435,150.505,0.497,59,6,1,1,"['gangster rap', 'miami hip hop', 'trap']",rap
24154,The Lady Of Rage,0.033666667,0.714333333,286737.6667,0.906,7.20E-07,0.281333333,-3.720666667,0.249333333,90.189,0.558666667,48,10,0,3,"['g funk', 'gangster rap']",rap
15793,Mary J. Blige,0.201313589,0.654178295,278618.9767,0.62855814,0.013543038,0.176493798,-7.403534884,0.120082946,109.963,0.598193798,47.00775194,11,0,129,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",rap
23190,Tear Da Club Up Thugs,0.081355,0.83,148759.75,0.736,0,0.20775,-5.178,0.25675,101.0205,0.57275,46,1,0,4,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']",rap
13107,King George,0.118,0.788,271067,0.451,0,0.134,-9.313,0.318,89.97,0.302,50,1,1,1,['dirty texas rap'],rap
2537,Big Scoob,0.0105,0.626,243373,0.582,0,0.42,-4.893,0.188,174.159,0.25,50,10,0,2,"['country rap', 'deep underground hip hop', 'rap rock']",rap
27234,shinigami,0.139,0.816,148140,0.577,0,0.0827,-5.998,0.41,171.028,0.459,68,1,1,2,"['emo rap', 'scream rap']",rap
13878,Lenny Cooper,0.017395,0.818,274224.625,0.711125,0,0.0992875,-7.098875,0.1487125,107.822125,0.532,51.75,11,1,8,"['country rap', 'country road', 'redneck']",rap
3089,Booba,0.585,0.774,195040,0.75,0,0.159,-5.083,0.0891,127.96,0.634,5,4,0,4,"['french hip hop', 'pop urbaine', 'rap conscient']",rap
14060,Lighter Shade Of Brown,0.164183333,0.772166667,222987.6667,0.6325,0.000413778,0.199266667,-8.540916667,0.196616667,120.6650833,0.672416667,42.75,1,1,12,"['chicano rap', 'gangster rap', 'latin hip hop']",rap
19327,Prong,0.0023466,0.610333333,262635.3333,0.785666667,0.134733333,0.122733333,-8.182,0.047266667,124.0193333,0.686,39.66666667,5,1,6,"['alternative metal', 'groove metal', 'industrial metal', 'metal', 'nu metal', 'old school thrash', 'rap rock']",rap
97,3OH!3,0.020766,0.68375,193600.85,0.7932,4.45E-05,0.31715,-3.92975,0.17853,125.77265,0.54965,53.7,5,1,20,"['dance pop', 'electropowerpop', 'pop', 'pop punk', 'pop rap', 'post-teen pop']",rap
14642,Lost Sky,0.302,0.669,194284,0.937,0.783,0.118,-4.325,0.0397,110.006,0.344,69,6,1,2,"['bass trap', 'gaming edm']",rap
22442,Stefflon Don,0.0866,0.6308,215672.2,0.7158,0.000150022,0.17416,-4.6508,0.1266,144.449,0.543,66.8,3,0,5,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']",rap
2216,Beauty Brain,0.0527,0.752,146945,0.905,0.000242,0.173,-7.072,0.0515,97.993,0.689,73,0,1,2,"['arab trap', 'bass trap', 'moombahton', 'perreo']",rap
7990,Foxy Brown,0.15126,0.756176471,245825.7647,0.649823529,0.000152782,0.228735294,-7.948411765,0.253688235,105.4571765,0.672117647,47.94117647,11,0,17,"['east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']",rap
20267,Rob Vicious,0.371,0.9,174336,0.385,0,0.142,-12.189,0.435,99.964,0.488,73,1,0,1,['cali rap'],rap
19402,Quando Rondo,0.3078,0.6398,206280.3333,0.648533333,0,0.12724,-6.4008,0.33,133.7361333,0.5048,61.53333333,8,0,15,"['melodic rap', 'southern hip hop', 'trap']",rap
17220,Nastyboy Klick,0.171,0.85,245320,0.47,0,0.4095,-10.7005,0.2855,117.036,0.428,41.5,7,1,4,['chicano rap'],rap
20036,Rezz,0.070046667,0.777333333,215573.6667,0.571,0.531344533,0.117,-8.142333333,0.042333333,98.317,0.316666667,61.33333333,2,1,3,"['brostep', 'canadian electronic', 'edm', 'electra', 'electro house', 'electronic trap']",rap
882,Almighty,0.178325,0.777,328253.75,0.659625,3.85E-06,0.159725,-6.487625,0.181375,110.238375,0.422625,69.75,10,1,8,"['reggaeton flow', 'trap latino']",rap
78,2Pac,0.131851509,0.77690785,262092.3208,0.708177474,0.007405552,0.224146758,-7.00652901,0.223463481,107.1581638,0.610143345,49.08532423,1,1,293,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",rap
5071,Crypt The Warchild,0.0457,0.594,366067,0.913,0.000191,0.284,-4.545,0.294,92.038,0.735,52,11,0,1,['philly rap'],rap
25251,Tone-Loc,0.061335667,0.935333333,292586.6667,0.593666667,3.48E-06,0.058166667,-14.714,0.143933333,111.129,0.848,50.66666667,7,1,6,"['hip house', 'rap']",rap
4162,Charlie Heat,0.0942,0.762,181543,0.624,0,0.115,-6.299,0.0951,149.95,0.488,70,3,1,1,['new jersey rap'],rap
15112,Mack 10,0.089087414,0.859241379,270462.4828,0.669517241,0.001684896,0.170182759,-5.784758621,0.232668966,99.73717241,0.679517241,44.17241379,1,1,29,"['chicano rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'rap', 'southern hip hop', 'west coast rap']",rap
16201,Messiah,0.155,0.894,335737,0.721,0,0.154,-5.829,0.258,107.963,0.392,66,4,0,1,"['dominican pop', 'reggaeton flow', 'trap latino']",rap
13281,Kota the Friend,0.32665,0.8117,214027.1,0.5732,5.70E-05,0.2579,-8.4522,0.25734,137.485,0.5131,64.2,8,1,10,"['hip hop', 'rap', 'underground hip hop']",rap
14123,Lil Yachty,0.17799169,0.811211268,196272.7465,0.576901408,0.000875192,0.162864789,-6.488971831,0.235294366,133.8457183,0.537028169,65.61971831,8,1,71,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
17038,Mustard,0.141975217,0.786,226491.5652,0.549782609,2.99E-05,0.198952174,-7.86573913,0.147782609,113.7511304,0.3598,67.73913043,2,1,23,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
17964,Ookay,0.003334333,0.571,224874,0.848333333,0.007056667,0.130666667,-2.428,0.054566667,149.971,0.277333333,62.33333333,6,1,3,"['brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",rap
2508,Big Gigantic,0.046978333,0.615166667,215737.8333,0.772333333,0.000241242,0.3697,-4.110833333,0.124116667,105.0043333,0.383166667,58.33333333,4,1,6,"['edm', 'electronic trap', 'electropop', 'indietronica']",rap
25086,Tiny Meat Gang,0.149,0.875333333,157109.6667,0.648,0.000355333,0.128666667,-5.42,0.122866667,122.337,0.592,69.33333333,8,0,6,"['meme rap', 'social media pop']",rap
2541,Big Smo,0.190828571,0.705571429,288783.1429,0.896714286,0,0.174028571,-4.356714286,0.167828571,123.2797143,0.68,50.42857143,0,1,7,"['country rap', 'redneck']",rap
3624,Calboy,0.262636364,0.705909091,162604.2727,0.606272727,0,0.174545455,-6.275909091,0.218018182,134.3625455,0.534272727,67.36363636,11,0,11,"['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",rap
3640,Call Me Karizma,0.37,0.6062,209205.6,0.6278,3.11E-05,0.20708,-7.0998,0.19274,94.3364,0.5136,59.8,7,0,5,"['emo rap', 'minnesota hip hop', 'modern alternative rock', 'modern rock', 'pop rap']",rap
23288,Teriyaki Boyz,0.1775,0.7615,255173,0.894,5.36E-05,0.06925,-5.3605,0.1335,127.0345,0.937,56.5,6,1,4,['j-rap'],rap
19298,Princess Nokia,0.07045,0.902,152703.5,0.637,0.000114,0.275,-6.907,0.1905,114.5265,0.435,67,2,1,4,"['escape room', 'lgbtq+ hip hop', 'pop', 'trap queen']",rap
26922,Yung L.A.,0.141,0.665,252093,0.826,0,0.0926,-3.126,0.116,77.504,0.541,48,11,1,1,"['atl hip hop', 'dirty south rap', 'pop rap', 'southern hip hop', 'trap']",rap
10616,J. Stalin,0.0106,0.669,281040,0.687,1.31E-06,0.13,-9.762,0.201,87.988,0.424,43,1,1,1,"['cali rap', 'hyphy', 'west coast rap', 'west coast trap']",rap
3133,Bow Wow Wow,0.00778975,0.597,175236.5,0.74875,0.09805,0.135025,-11.62575,0.06105,113.85625,0.73075,39.5,7,1,8,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",rap
15687,Marko Penn,0.513,0.825,168632,0.453,0,0.102,-8.17,0.0451,108.991,0.614,58,10,1,2,['cali rap'],rap
19534,Rae Sremmurd,0.11822608,0.79528,239336.52,0.57304,5.77E-05,0.14428,-6.7362,0.108412,139.9758,0.311692,66.68,0,1,25,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
2794,Blackstreet,0.216557241,0.754586207,275189.2069,0.574482759,8.15E-05,0.163889655,-5.327206897,0.118910345,95.18675862,0.559965517,46.68965517,0,0,29,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",rap
23174,Tay-K,0.087086125,0.75075,130222.5,0.5374375,5.36E-06,0.159425,-7.1134375,0.3278,150.5445,0.4041,62.5625,9,1,16,"['cali rap', 'dfw rap', 'meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",rap
15121,Macklemore,0.211005882,0.663588235,245195.0588,0.683,0.0002684,0.1446,-5.520058824,0.202647059,121.0607059,0.454823529,59.35294118,5,1,17,['pop rap'],rap
3161,Brabo Gator,0.0708,0.835,187709,0.757,0,0.184,-4.851,0.157,88.009,0.819,48,8,1,2,"['country rap', 'redneck']",rap
25476,Trinidad James,0.0209125,0.71725,269578.125,0.6625,3.85E-07,0.241375,-7.19525,0.282625,124.733,0.482125,56.375,1,1,8,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",rap
5990,Devault,0.298,0.648,245000,0.651,0.0262,0.252,-8.92,0.0995,107.989,0.232,62,1,1,2,"['electronic trap', 'vapor twitch']",rap
11267,Jelly Roll,0.123676667,0.725416667,217007,0.724541667,3.00E-07,0.1474125,-6.386291667,0.094366667,120.634375,0.460566667,56.75,11,1,24,"['country rap', 'redneck']",rap
108,42 Dugg,0.2332,0.8776,175701,0.565,0,0.09664,-5.2062,0.316,127.2876,0.4086,71,10,0,5,"['detroit trap', 'southern hip hop', 'trap']",rap
16364,Michelle Breedt,0.9675,0.3175,205126.5,0.11245,0.461215,0.178,-18.7845,0.04425,131.3495,0.19885,50.5,2,1,2,['classical mezzo-soprano'],classical
407,Adrianne Pieczonka,0.906,0.31,354240,0.125,0.904,0.258,-17.338,0.0363,129.938,0.269,45,2,1,1,['classical soprano'],classical
9856,Helmut Walcha,0.992,0.237,201097,0.262,3.35E-05,0.119,-16.244,0.0545,156.599,0.223,0,9,1,1,['classical organ'],classical
17496,Nicola Zaccaria,0.973416667,0.374916667,188515.6667,0.192583333,0.066911925,0.291375,-18.06258333,0.080058333,109.3946667,0.25695,19,9,1,12,"['classical bass', 'opera']",classical
7325,Eric Parkin,0.994,0.279,119520,0.0342,0.911,0.104,-29.696,0.0361,87.781,0.169,37,11,0,2,['classical piano'],classical
11753,Johann Sebastian Bach,0.959953984,0.358062514,201914.2604,0.19946358,0.754193279,0.164663973,-21.02303479,0.049330864,106.2681347,0.578653311,14.24803591,7,1,891,"['baroque', 'classical', 'early music', 'german baroque']",classical
3671,Camille,0.839,0.439,170787,0.303,0,0.071,-10.839,0.0422,139.475,0.268,66,3,1,2,"['classical', 'late romantic era']",classical
25064,Timothy Hutchins,0.964,0.102,644333,0.0259,0.864,0.0972,-30.196,0.0444,90.128,0.0319,48,8,0,1,['classical flute'],classical
11752,Johann Pachelbel,0.835833333,0.241,333862.1667,0.138091667,0.728555,0.215791667,-19.68358333,0.036566667,109.9445,0.248133333,36.75,2,1,12,"['baroque', 'classical', 'german baroque']",classical
6493,Dream Evil,0.00618395,0.4745,314166.5,0.839,0.00765,0.22,-5.2705,0.06605,135.079,0.3025,53.5,7,1,4,"['melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'swedish power metal']",classical
974,Amir Khan,0.922666667,0.374666667,190355.6667,0.401,0.535066667,0.193,-14.101,0.091733333,146.5446667,0.476666667,5,8,1,3,"['hindustani classical', 'hindustani vocal', 'indian classical']",classical
13365,Kurt Rydl,0.972,0.3845,275760,0.1545,0.4275,0.1315,-19.3805,0.0436,99.996,0.2955,47.5,7,1,2,['classical bass'],classical
14693,Louis Lortie,0.983166667,0.2595,341873.3333,0.003776667,0.862833333,0.11355,-41.38833333,0.042333333,86.48783333,0.19,47.83333333,1,0,6,"['classical performance', 'classical piano']",classical
15411,Marc-André Hamelin,0.992,0.303,339733,0.0372,0.887,0.073,-24.171,0.0497,72.147,0.038,32,3,1,2,['classical piano'],classical
4110,Charles Gounod,0.89825,0.3050625,245775.9375,0.18874375,0.383975231,0.1499125,-18.694125,0.04650625,111.9035625,0.233525,8.75,5,1,16,"['classical', 'french opera', 'late romantic era']",classical
26112,Vladimir Ashkenazy,0.983055556,0.289766667,319281.0556,0.049277778,0.876277778,0.123205556,-27.8135,0.040944444,87.976,0.117788889,37.44444444,10,1,18,"['classical', 'classical performance']",classical
17086,Münchener Bach-Orchester,0.861,0.147,356867,0.165,0.478,0.129,-19.898,0.037,143.528,0.159,53,3,1,1,"['baroque ensemble', 'classical organ']",classical
13576,Lakshmi Shankar,0.735,0.579,157880,0.341,0.0353,0.182,-13.656,0.0921,123.334,0.688,0,8,1,2,"['hindustani classical', 'hindustani vocal', 'indian classical']",classical
3414,Budapest String Quartet,0.949981481,0.328944444,378230.7346,0.126976543,0.519470852,0.157654938,-19.37408025,0.04641358,113.2310926,0.292820988,0.345679012,0,1,162,"['historic classical performance', 'historic string quartet', 'string quartet']",classical
2808,Blanche Thebom,0.955875,0.3375,256278.375,0.238125,0.04033575,0.30525,-14.90825,0.06345,97.863875,0.2709625,0.875,0,1,8,['classical mezzo-soprano'],classical
20604,Rosanna Carteri,0.983058824,0.413705882,232295.2941,0.245235294,0.011935765,0.392058824,-16.19364706,0.111352941,106.511,0.290270588,0,0,1,17,"['classical soprano', 'italian soprano']",classical
12934,Kenneth McKellar,0.947,0.251,217547,0.0954,0.0132,0.142,-21.264,0.042,81.77,0.0638,7,4,1,1,"['classical tenor', 'traditional scottish folk']",classical
769,Alfred Deller,0.963,0.467,147607,0.0897,0.1165,0.095,-21.218,0.10445,134.954,0.443,0,7,1,2,['classical countertenor'],classical
14778,Lucian,0.354,0.794,179658,0.476,0.00307,0.332,-4.337,0.0558,129.827,0.471,60,2,0,2,"['canzone napoletana', 'classical tenor', 'italian tenor', 'opera', 'operatic pop']",classical
15456,Marek Janowski,0.9695,0.205875,333093.25,0.182275,0.347,0.16,-19.30725,0.03975,92.3925,0.095175,0,11,1,8,"['classical performance', 'orchestral performance']",classical
18613,Paul Lewis,0.989,0.237,234913.5,0.006485,0.904,0.12585,-38.0985,0.0433,153.1095,0.0948,57,11,1,4,['classical piano'],classical
1613,Arthur Rubinstein,0.990126456,0.350319468,300385.5774,0.093268719,0.858932001,0.135489517,-23.01526789,0.06352213,93.41213145,0.202620466,7.512479201,1,1,601,"['classical', 'classical performance', 'classical piano']",classical
10414,Ingrid Haebler,0.98175,0.40875,632920,0.1503,0.59525,0.080175,-19.787,0.0426,124.25375,0.25275,41.75,9,1,4,['classical performance'],classical
4057,Chamber Orchestra of Europe,0.9645,0.319,644220,0.10365,0.451,0.08945,-24.2875,0.04365,106.9715,0.1826,43,2,1,4,"['chamber orchestra', 'classical performance']",classical
8608,Georg Philipp Telemann,0.93175,0.541,199233.5,0.125,0.2383725,0.2045,-18.321,0.0638,120.6595,0.50975,22.25,7,1,4,"['baroque', 'classical', 'early music', 'german baroque']",classical
22470,Stephen Cleobury,0.8422,0.18608,237413.4,0.15116,0.70228,0.1784,-23.263,0.04102,92.3062,0.22186,50.6,7,1,5,"['cambridge choir', 'choral', 'classical organ', 'orchestral performance']",classical
5161,Cyril Scott,0.989,0.43,284600,0.0649,0.926,0.0972,-20.496,0.0462,77.435,0.0497,0,3,0,1,"['early modern classical', 'impressionism', 'post-romantic era']",classical
12378,Juilliard String Quartet,0.945477612,0.339549254,386716.0149,0.12608209,0.397356075,0.192435821,-19.13480597,0.045064179,105.6747612,0.353331343,1.955223881,0,1,67,"['classical performance', 'string quartet']",classical
20962,Sabine Meyer,0.978,0.1225,396780,0.02495,0.4775,0.0938,-24.883,0.0424,93.6885,0.0831,44.5,2,1,2,"['classical clarinet', 'classical performance']",classical
7127,Elskavon,0.994,0.249,155250,0.00248,0.931,0.118,-30.501,0.036,73.601,0.0788,66,2,1,2,"['ambient worship', 'compositional ambient', 'neo-classical']",classical
10923,James Rhodes,0.993,0.367,357653,0.019,0.914,0.0698,-28.121,0.0542,169.443,0.0391,58,1,1,2,['classical piano'],classical
