id,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,new_genres
13465,La Chat,0.0349,0.868,196631.3333,0.892,0,0.114,-2.648333333,0.245666667,161.822,0.763333333,44.33333333,6,0,3,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']",rap
27237,slowthai,0.0851,0.641,221386,0.807,2.38E-05,0.64,-6.73,0.239,158.071,0.712,58,9,1,1,"['grime', 'hip hop', 'rap', 'uk alternative hip hop', 'uk hip hop']",rap
13612,Landon Cube,0.315375,0.734125,219657.875,0.65525,6.81E-07,0.2545,-7.187625,0.1295375,102.6305,0.506125,69,6,0,8,"['emo rap', 'underground hip hop', 'vapor trap']",rap
9199,Gravediggaz,0.2695,0.723,265633.5,0.65,8.50E-06,0.22405,-11.0725,0.394,129.7755,0.564,37.5,4,0,4,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'wu fam']",rap
18330,Pain,0.0202,0.352,115133,0.974,0,0.178,-3.173,0.0435,154.695,0.73,34,0,1,2,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",rap
17306,Ne-Yo,0.190856974,0.628302632,237325.0526,0.712789474,0.000559778,0.216951316,-5.895092105,0.127057895,123.8170263,0.551907895,53.38157895,5,1,76,"['baton rouge rap', 'trap']",rap
16784,Montana of 300,0.291,0.619,279121.5,0.8275,0,0.1805,-4.415,0.06515,97.84,0.723,58.5,6,1,4,"['chicago drill', 'chicago rap', 'drill', 'southern hip hop', 'trap']",rap
25813,Valentino Khan,0.00371,0.794,190476,0.896,0.615,0.0876,-1.514,0.0677,125.999,0.5,60,5,0,2,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house', 'moombahton']",rap
11267,Jelly Roll,0.123676667,0.725416667,217007,0.724541667,3.00E-07,0.1474125,-6.386291667,0.094366667,120.634375,0.460566667,56.75,11,1,24,"['country rap', 'redneck']",rap
20031,Reykon,0.0748,0.826,226739,0.713,0,0.331,-4.017,0.129,102.071,0.75,69,9,0,1,"['latin', 'latin hip hop', 'latin pop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",rap
15068,MKTO,0.1884,0.6465,207348.8,0.7255,1.08E-07,0.12713,-5.138,0.06361,106.8368,0.6153,62.8,11,1,20,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",rap
16974,Muck Sticky,0.18,0.971,260920,0.282,0.000688,0.0986,-12.243,0.161,115.061,0.672,40,4,0,2,['comedy rap'],rap
11103,Jawga Boyz,0.091200429,0.793714286,260159.1429,0.640714286,0.223633571,0.170971429,-6.475571429,0.105942857,119.4278571,0.544428571,50.28571429,9,0,14,"['contemporary country', 'country', 'country rap', 'country road', 'redneck']",rap
21714,Sick Puppies,0.00304598,0.4184,210549.4,0.8208,0.000327966,0.17498,-5.6288,0.0547,136.514,0.3876,54.4,0,1,10,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",rap
1155,Angel Haze,0.135,0.651,189531,0.876,0,0.224,-7.033,0.357,76.166,0.736,48,8,1,2,"['escape room', 'hip pop', 'lgbtq+ hip hop', 'native american hip hop', 'transpop', 'trap queen']",rap
16451,Mike Jones,0.107379524,0.727380952,261826.381,0.70447619,3.77E-05,0.187733333,-5.925666667,0.204571429,129.751619,0.597714286,51.71428571,9,1,21,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
25173,Tom MacDonald,0.168,0.7415,248160,0.729,0,0.0938,-4.808,0.263,105.172,0.5495,61,7,1,4,"['bc underground hip hop', 'country rap', 'pop rap']",rap
1864,B.o.B,0.103346591,0.703272727,243183.2273,0.691431818,1.11E-06,0.166845455,-6.178295455,0.142247727,114.5335,0.487847727,57.5,1,1,44,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",rap
21834,Sir Mix-A-Lot,0.06029925,0.8931875,264669.1875,0.61825,0.000277962,0.24855,-12.2033125,0.21330625,129.152,0.669375,36.3125,11,1,32,"['gangster rap', 'hip hop', 'hip house', 'old school hip hop', 'rap']",rap
19257,Preme,0.2834,0.7395,270671.75,0.74125,0,0.1352,-5.035,0.213,122.1315,0.55975,59.5,1,1,4,"['canadian hip hop', 'toronto rap', 'trap', 'trap soul']",rap
19331,Prophet Posse,0.0329,0.78,286373,0.915,0.00302,0.0645,-5.446,0.178,140.204,0.63,33,4,0,1,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'phonk']",rap
9746,Haystak,0.11758,0.7572,283688,0.668,3.21E-06,0.1957,-6.5774,0.14804,88.6256,0.6056,43.2,0,1,10,"['country rap', 'dirty south rap', 'gangster rap', 'military rap', 'redneck', 'southern hip hop', 'trap']",rap
24665,The Stixxx,0.052766667,0.589666667,261576,0.740666667,0,0.233666667,-7.32,0.218333333,124.8283333,0.531666667,44.33333333,10,1,3,"['country rap', 'redneck']",rap
8806,Ghetto Mafia,0.113,0.728,241533,0.477,0.00584,0.132,-8.687,0.172,173.195,0.731,34,7,1,2,"['atl hip hop', 'dirty texas rap']",rap
23026,TLC,0.084021583,0.726958333,257195.5,0.618041667,0.126880084,0.140970833,-7.843583333,0.102770833,125.7657083,0.609416667,49.375,10,1,48,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",rap
3395,Bubba Sparxxx,0.129902143,0.699357143,284087.2143,0.658214286,4.67E-06,0.123642857,-6.522714286,0.183785714,111.5806429,0.6105,49.14285714,6,1,14,"['atl hip hop', 'country rap', 'dirty south rap', 'pop rap', 'redneck', 'southern hip hop']",rap
16209,Method Man,0.165016032,0.72731746,243917.6508,0.711634921,0.02218115,0.247292063,-7.218031746,0.340171429,113.0923016,0.643857143,47.93650794,6,0,63,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",rap
26923,Yung Lean,0.260266667,0.59,216360,0.652666667,8.47E-07,0.229166667,-8.647,0.1537,120.0403333,0.272,57.66666667,1,1,6,"['emo rap', 'psychedelic hip hop', 'underground hip hop']",rap
125,6LACK,0.321816471,0.636372549,216116.8235,0.509215686,0.002125964,0.119180392,-8.324352941,0.168223529,118.1979804,0.310494118,65.11764706,0,1,51,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']",rap
2552,Big Tymers,0.0884355,0.78595,283151.95,0.73685,0.000406556,0.22944,-5.84755,0.19918,116.50135,0.6306,42.65,2,1,20,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
15140,MadeinTYO,0.1557935,0.8147,184109.5,0.5226,1.75E-05,0.165415,-8.45845,0.2533,120.24225,0.27225,60.35,1,0,20,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",rap
1503,Ari Lennox,0.225446154,0.705384615,214863.3077,0.530538462,0.002267672,0.223538462,-6.710307692,0.136869231,111.9908462,0.512053846,64.15384615,3,0,13,"['alternative r&b', 'dmv rap', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",rap
1854,B.G.,0.05486,0.815,316709.4,0.7592,7.09E-06,0.11578,-5.6232,0.2034,131.652,0.692,42.8,11,1,5,"['deep southern trap', 'dirty south rap', 'gangster rap', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
17935,Omeretta the Great,0.0766,0.939,188160,0.62,0,0.111,-9.105,0.289,129.962,0.605,60,7,1,2,"['deep pop r&b', 'trap queen']",rap
12557,K.A.A.N.,0.3445,0.6985,279406,0.7695,0,0.356,-7.669,0.134,150.1,0.459,55.5,1,1,4,"['deep underground hip hop', 'indie pop rap', 'underground hip hop']",rap
15881,Matstubs,0.0761,0.459,189973,0.796,0.00908,0.0633,-5.226,0.132,139.913,0.218,66,4,0,2,"['bass trap', 'traprun']",rap
7676,Fatboibari,0.329,0.56625,127901.75,0.39325,0.3417725,0.25015,-12.93325,0.1735,126.58875,0.31675,64,6,1,4,['emo rap'],rap
12883,Kelis,0.07968619,0.85747619,223716.2857,0.716619048,0.05731695,0.197228571,-5.782666667,0.091809524,110.268619,0.789142857,48.28571429,1,1,21,"['dance pop', 'electropop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",rap
9358,Gudda Gudda,0.0179,0.747,254193.5,0.6735,0,0.15415,-6.9145,0.2615,140.0585,0.593,47,5,1,4,"['dirty south rap', 'rap', 'southern hip hop', 'trap']",rap
136,88GLAM,0.0166,0.764,180813,0.672,1.06E-06,0.103,-4.274,0.0655,150.021,0.594,74,6,0,2,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap']",rap
10948,Jamie Foxx,0.246274516,0.675483871,246672.6774,0.618709677,4.48E-05,0.155312903,-7.345387097,0.176906452,123.4612581,0.54816129,50.87096774,1,0,31,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",rap
13017,Keyshia Cole,0.177409677,0.621193548,245002.6129,0.700806452,0.000108806,0.227519355,-4.519741935,0.101316129,116.7699032,0.510580645,49.74193548,8,0,31,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",rap
4826,Compton's Most Wanted,0.09593625,0.76875,258333.5,0.516125,0.00499836,0.1763875,-12.229625,0.22575,101.35275,0.585375,40.375,2,1,16,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",rap
9537,Hallé,0.95625,0.177175,668393.5,0.1022,0.943,0.104375,-21.26525,0.0395,101.284,0.0573,0,0,1,8,"['alternative r&b', 'dance pop', 'deep pop r&b', 'escape room', 'pop', 'pop rap', 'r&b', 'urban contemporary']",rap
18231,Overtime,0.0905,0.58,283280,0.666,0,0.178,-6.664,0.0337,132.997,0.222,53,3,0,2,"['country rap', 'redneck']",rap
26527,Williams,0.935,0.138,227200,0.235,0.712,0.109,-16.787,0.0403,78.092,0.0947,27,0,1,1,"['pop', 'pop rap']",rap
15653,Mark Battles,0.209,0.745,185487,0.741,0,0.51,-7.212,0.184,94.002,0.48,57,2,1,2,"['canadian hip hop', 'deep underground hip hop', 'indie pop rap', 'underground hip hop']",rap
20252,Rob Bailey & The Hustle Standard,0.085953333,0.576222222,252642.5556,0.806777778,0,0.420666667,-6.842666667,0.100222222,142.6925556,0.521444444,57.11111111,9,1,9,['military rap'],rap
25495,Trippie Redd,0.246773018,0.705205357,175943.9464,0.605321429,0.006867194,0.159920536,-6.8880625,0.094245536,120.6030268,0.406748214,67.5625,8,0,112,"['melodic rap', 'rap', 'trap']",rap
13221,Kodak Black,0.193657941,0.768279412,205024.5,0.589941176,6.54E-06,0.155027941,-6.895647059,0.186504412,129.5447353,0.445338235,63.51470588,8,0,68,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",rap
16201,Messiah,0.155,0.894,335737,0.721,0,0.154,-5.829,0.258,107.963,0.392,66,4,0,1,"['dominican pop', 'reggaeton flow', 'trap latino']",rap
25524,Troy Ave,0.0185,0.656,246857,0.393,0.000604,0.0903,-9.19,0.416,93.978,0.535,64,9,0,1,['trap'],rap
10210,Hussein Fatal,0.0634,0.536,267813,0.836,0,0.21,-5.107,0.474,187.328,0.398,56,8,1,1,['new jersey rap'],rap
4840,Conflict,0.075564,0.3242,140696.2,0.9684,0.28248736,0.3442,-6.2446,0.20928,142.2848,0.13442,27.2,4,1,10,"['chicago rap', 'gangster rap', 'southern hip hop']",rap
19105,Pi’erre Bourne,0.0948,0.7455,195060.5,0.555,6.30E-07,0.1685,-6.709,0.16365,79.969,0.4595,62.5,6,0,4,"['melodic rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",rap
10634,JACKBOYS,0.071475,0.7245,208440,0.61525,3.65E-06,0.20675,-5.131,0.2253,131.09875,0.386,79.25,7,1,4,"['rap', 'trap']",rap
10603,J. Dash,0.01024,0.845,231171,0.762,3.71E-05,0.13,-6.955,0.06935,112.0045,0.624,52,7,1,4,['pop rap'],rap
24968,Three 6 Mafia,0.10756827,0.810460674,252288.7191,0.755505618,0.006114628,0.231125843,-5.261146067,0.199540449,138.6920112,0.620078652,41.20224719,11,1,89,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
294,Abel Zavala,0.569444444,0.527111111,249788.2222,0.497444444,0,0.345711111,-7.603666667,0.031822222,119.2708889,0.369222222,54.55555556,7,1,9,"['latin christian', 'latin worship', 'rap cristiano']",rap
4992,Craig David,0.247526667,0.624466667,238793,0.709533333,0.001176024,0.150973333,-6.749333333,0.05988,106.4599333,0.742666667,59.13333333,4,0,15,"['british soul', 'dance pop', 'pop', 'pop rap', 'r&b', 'tropical house', 'urban contemporary']",rap
26820,Yo Yo,0.19125,0.8925,291700,0.4775,0,0.271,-10.0815,0.358,90.735,0.657,46.5,7,1,4,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",rap
16897,Mouse On Tha Track,0.0276,0.667,241040,0.703,0,0.268,-5.347,0.152,85.476,0.518,50,4,0,2,"['baton rouge rap', 'deep southern trap']",rap
21076,Sam Lachow,0.304,0.726,214072,0.571,1.34E-05,0.101,-5.583,0.258,78.005,0.884,48,10,0,1,"['deep underground hip hop', 'indie pop rap', 'pop rap']",rap
16934,Mr. Knightowl,0.144166667,0.729666667,286844.6667,0.643666667,0.021666667,0.284,-6.116333333,0.107133333,95.956,0.56,39,7,1,6,"['chicano rap', 'latin hip hop', 'san diego rap']",rap
4476,Christina Milian,0.0156,0.7784,224197.2,0.7876,0.0003587,0.15312,-4.3572,0.0988,138.9456,0.5084,51.2,11,1,5,"['dance pop', 'europop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",rap
27113,benny blanco,0.324833333,0.614833333,187921.6667,0.614166667,6.08E-07,0.172,-6.470666667,0.2525,120.6085,0.5,76.83333333,6,1,6,"['electropop', 'pop', 'pop rap']",rap
23330,Teyana Taylor,0.355222222,0.583,255613.3333,0.575888889,9.53E-06,0.126822222,-7.601777778,0.261755556,120.4031111,0.428444444,57.22222222,11,0,9,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",rap
13878,Lenny Cooper,0.017395,0.818,274224.625,0.711125,0,0.0992875,-7.098875,0.1487125,107.822125,0.532,51.75,11,1,8,"['country rap', 'country road', 'redneck']",rap
12483,Just A Gent,0.28745,0.634,233013.5,0.6575,0.001245,0.168,-5.1725,0.0594,132.5295,0.425,54,1,1,2,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop edm', 'vapor soul', 'vapor twitch']",rap
12597,KYLE,0.210664706,0.675529412,205245,0.624882353,0.000241246,0.214352941,-6.285647059,0.285376471,118.2157647,0.673117647,64.58823529,0,1,17,"['pop rap', 'rap']",rap
15439,Marco McKinnis,0.346,0.725,293347,0.418,1.01E-06,0.0658,-8.799,0.0309,77.923,0.378,60,9,1,2,"['alternative r&b', 'indie r&b', 'trap soul']",rap
9757,Headphone Activist,0.791,0.18,177236,0.0584,0.674,0.105,-23.256,0.0484,59.888,0.0255,62,0,1,2,"['bass trap', 'vapor twitch']",rap
15040,MC Ren,0.0800864,0.83576,257081.52,0.75012,6.83E-05,0.249148,-5.28372,0.250088,100.01152,0.65572,42.32,10,0,25,"['gangster rap', 'hip hop', 'west coast rap']",rap
20955,SZA,0.296416452,0.654532258,217723.1613,0.568016129,0.003567814,0.165012903,-6.892,0.167024194,111.2833871,0.41216129,61.64516129,0,1,62,"['pop', 'pop rap', 'rap']",rap
282,Aazar,0.00441,0.63,224052,0.851,0.0218,0.0939,-4.61,0.319,150.054,0.573,54,1,1,2,"['electro house', 'electronic trap']",rap
19306,Prism,0.00969,0.309,467733,0.733,0.0107,0.193,-7.047,0.0349,127.789,0.257,22,4,1,2,"['bass trap', 'gaming edm', 'traprun']",rap
2551,Big Tuck,0.01413,0.729,275966.5,0.7705,0,0.352,-5.2675,0.286,161.41,0.5815,40.5,1,1,4,"['dfw rap', 'dirty south rap', 'gangster rap', 'southern hip hop', 'trap']",rap
11104,Jawga Sparxxx,0.19,0.825,192215,0.468,0,0.323,-5.998,0.0477,91.032,0.24,47,10,0,1,"['country rap', 'redneck']",rap
432,Afroman,0.1913625,0.8705,307113.375,0.469125,1.68E-05,0.1511,-8.286875,0.366,128.117375,0.673125,53.5,7,1,16,"['comedy rap', 'gangster rap', 'hip hop', 'rap']",rap
24130,The Kid LAROI,0.224828,0.7733,152746.2,0.5818,0,0.15466,-7.6524,0.15802,124.0946,0.5289,73.5,3,0,10,"['australian hip hop', 'pop rap', 'rap', 'trap', 'vapor trap']",rap
17926,Omar LinX,0.00134,0.686,243380,0.888,0.000689,0.0736,-3.348,0.0857,142.015,0.108,64,1,1,1,"['canadian hip hop', 'deep underground hip hop', 'indie pop rap']",rap
101,3rd Strike,0.0075,0.444,249827,0.859,4.32E-05,0.24,-4.962,0.0484,99.655,0.394,38,2,1,2,"['nu metal', 'rap rock']",rap
21943,Slick Pulla,0.0151,0.736,269387,0.658,0,0.27,-10.253,0.276,82.036,0.465,52,11,0,2,['trap'],rap
2459,Bhad Bhabie,0.166416667,0.891,132909.1667,0.5095,0.002760982,0.116233333,-7.340333333,0.216333333,134.338,0.2585,67.16666667,8,1,6,"['pop', 'pop rap', 'social media pop', 'trap queen']",rap
6499,DreamDoll,0.275,0.573,190005,0.747,0,0.147,-4.558,0.196,97.327,0.43,63,11,0,1,"['deep pop r&b', 'hip pop', 'trap queen']",rap
13167,Kittie,0.00050725,0.48375,189837,0.93475,0.16830105,0.153175,-5.65675,0.07625,134.3015,0.62975,42,1,1,8,"['alternative metal', 'canadian metal', 'industrial metal', 'nu metal', 'rap rock', 'slayer']",rap
2200,Beanie Sigel,0.060119111,0.723933333,259517.3778,0.737955556,0.00489417,0.196773333,-6.218111111,0.305488889,98.94413333,0.606466667,41.84444444,1,0,45,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
19188,Pop Evil,0.003479778,0.544555556,220702.7778,0.849444444,0.007271168,0.150477778,-4.588666667,0.078811111,129.7402222,0.551555556,54.77777778,7,1,18,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",rap
16883,Motograter,0.00011675,0.531,195167,0.9535,0.06015,0.13205,-4.601,0.055,95.002,0.448,42.5,7,1,4,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap rock']",rap
22650,Struggle Jennings,0.129156667,0.692833333,232452.1667,0.716,3.73E-07,0.219566667,-6.638,0.057566667,101.9723333,0.346316667,57.5,4,1,6,['country rap'],rap
6520,Drowning Pool,0.001463734,0.5458,201112.7,0.9016,0.000687109,0.22435,-4.0651,0.07828,126.9547,0.4635,52.7,4,1,20,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",rap
6246,Dolla,0.00974,0.839,250627,0.508,0,0.0962,-6.182,0.0879,82.027,0.559,43,11,1,1,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",rap
14106,Lil Ru,0.285,0.713,207453,0.576,0,0.097,-6.701,0.169,153.02,0.409,47,1,0,2,"['atl hip hop', 'dirty south rap', 'pop rap', 'southern hip hop', 'trap']",rap
17437,Nice & Smooth,0.070144,0.842,216266.8,0.6252,0.06465795,0.20548,-10.8348,0.2308,121.0376,0.6012,41.6,6,1,10,"['bronx hip hop', 'electro', 'hardcore hip hop', 'hip hop', 'hip house', 'rap']",rap
4983,Cozz,0.0708,0.681,236654.75,0.79425,0,0.31125,-5.0395,0.23775,130.738,0.5975,55.25,10,0,4,"['rap', 'underground hip hop']",rap
4162,Charlie Heat,0.0942,0.762,181543,0.624,0,0.115,-6.299,0.0951,149.95,0.488,70,3,1,1,['new jersey rap'],rap
6706,Earshot,0.00049169,0.393,242553.5,0.893,0.085125,0.33655,-4.517,0.11765,102.594,0.475,49,9,1,4,"['alternative metal', 'hard alternative', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock']",rap
11123,Jay Park,0.2965,0.5725,210556.5,0.6965,0,0.09835,-5.713,0.2475,95.4355,0.5555,61.5,9,1,2,"['k-pop', 'k-rap', 'korean r&b']",rap
185,A$AP Twelvyy,0.206816667,0.7405,227795,0.709833333,0,0.266883333,-6.400666667,0.2744,128.8426667,0.469166667,55.5,11,1,6,"['hip hop', 'rap', 'underground hip hop']",rap
25655,UGK,0.079599371,0.822157143,285724.4143,0.6301,0.009144855,0.159201429,-7.6763,0.218345714,119.1969,0.689291429,40.64285714,11,1,70,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'rap', 'southern hip hop', 'trap']",rap
15008,M.O.P.,0.023341818,0.664,254534.6364,0.842909091,1.26E-05,0.4114,-5.132727273,0.247545455,87.73663636,0.702090909,49.63636364,1,1,11,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",rap
16416,Miguel,0.241168438,0.585232877,223784.2055,0.598712329,0.000260107,0.239441096,-6.909849315,0.119679452,113.5016712,0.390589041,60.31506849,0,1,73,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",rap
8451,Gang Starr,0.126677844,0.74840625,215693.0313,0.674203125,0.026580973,0.193879688,-9.732078125,0.265625,106.6836719,0.7141875,43.0625,10,0,64,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",rap
11322,Jermaine Dupri,0.107587714,0.812257143,245334.8857,0.6632,4.11E-07,0.141457143,-6.753542857,0.228571429,104.5932857,0.693714286,46.54285714,10,0,35,"['atl hip hop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']",rap
1736,Atreyu,0.00180666,0.3563,222406.45,0.9397,0.02028309,0.246775,-4.32295,0.14829,144.1251,0.411815,45.6,8,1,40,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge', 'rap rock', 'screamo']",rap
59,2 Pistols,0.00431,0.517,274053,0.747,0,0.345,-6.191,0.105,134.058,0.271,52,10,0,1,"['dirty south rap', 'pop rap', 'southern hip hop', 'trap']",rap
14123,Lil Yachty,0.17799169,0.811211268,196272.7465,0.576901408,0.000875192,0.162864789,-6.488971831,0.235294366,133.8457183,0.537028169,65.61971831,8,1,71,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap
21670,Shop Boyz,0.007304,0.6236,251904,0.6978,0,0.4558,-4.792,0.0586,145.204,0.6852,52.4,7,1,5,"['atl hip hop', 'dirty south rap', 'pop rap', 'southern hip hop']",rap
