id,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres,primary_genres,secondary_genres,PrimarynSecondary_genres
26013,Vigiland,0.00773,0.807,171799,0.812,0.000501,0.236,-5.009,0.106,128.012,0.242,67,5,0,1,"['dance pop', 'edm', 'electronic trap', 'pop rap', 'tropical house']",rap,trap,rap/trap
15439,Marco McKinnis,0.346,0.725,293347,0.418,1.01E-06,0.0658,-8.799,0.0309,77.923,0.378,60,9,1,2,"['alternative r&b', 'indie r&b', 'trap soul']",rap,trap,rap/trap
22127,Sonny Digital,0.335,0.79,235703,0.45,0,0.125,-7.571,0.195,98.064,0.273,67,8,0,2,"['atl hip hop', 'vapor trap']",rap,trap,rap/trap
17793,OMB Peezy,0.229,0.812,165818,0.569,0,0.0823,-8.228,0.111,110.146,0.336,59,5,1,2,"['alabama rap', 'baton rouge rap', 'cali rap', 'deep southern trap', 'southern hip hop', 'trap']",rap,trap,rap/trap
23759,The Diplomats,0.081337667,0.5525,271595.5,0.787166667,0.0003735,0.4265,-4.709666667,0.2445,94.3995,0.64,43,0,1,6,"['gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
26580,Wintertime,0.711,0.898,204187.5,0.2675,0.00935545,0.1055,-11.616,0.34,117.456,0.276,56.5,1,1,4,"['underground hip hop', 'vapor trap']",rap,trap,rap/trap
20188,Rico Nasty,0.01225,0.7625,174683,0.677,0,0.174,-3.52,0.1765,144.8725,0.3805,72,2,1,4,"['dmv rap', 'escape room', 'pop', 'trap queen']",rap,trap,rap/trap
53,2 Chainz,0.11121449,0.771091837,253278.4082,0.642418367,0.000620847,0.203555102,-6.024755102,0.220565306,125.026398,0.450257143,57.94897959,1,1,98,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
6499,DreamDoll,0.275,0.573,190005,0.747,0,0.147,-4.558,0.196,97.327,0.43,63,11,0,1,"['deep pop r&b', 'hip pop', 'trap queen']",rap,trap,rap/trap
11773,John 5,0.00157,0.556,224213,0.868,0,0.512,-5.741,0.0441,164.075,0.433,52,9,1,1,"['atl hip hop', 'atl trap', 'trap']",rap,trap,rap/trap
19480,RJMrLA,0.070266667,0.814,167561,0.784333333,5.13E-07,0.479333333,-5.424666667,0.0698,114.7153333,0.542333333,56.33333333,8,1,3,"['cali rap', 'west coast trap']",rap,trap,rap/trap
13,$uicideBoy$,0.128122623,0.765245902,147549.4426,0.641704918,0.038454471,0.201195082,-6.626918033,0.155917213,119.8043607,0.296095902,61.64754098,1,1,122,"['dark trap', 'new orleans rap', 'underground hip hop']",rap,trap,rap/trap
12527,K CAMP,0.218132,0.7441,206001.1,0.5126,0.000155967,0.181526667,-8.360666667,0.169933333,131.7453,0.471776667,58.4,1,1,30,"['atl hip hop', 'deep pop r&b', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
25616,Tyla Yaweh,0.0508712,0.7004,177495,0.5782,4.14E-05,0.1145,-6.552,0.10908,129.8776,0.376,73,4,0,5,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",rap,trap,rap/trap
16201,Messiah,0.155,0.894,335737,0.721,0,0.154,-5.829,0.258,107.963,0.392,66,4,0,1,"['dominican pop', 'reggaeton flow', 'trap latino']",rap,trap,rap/trap
26344,Wes Walker,0.125,0.86,207912,0.719,0,0.0799,-4.325,0.33,160.049,0.496,68,11,0,1,"['deep underground hip hop', 'viral trap']",rap,trap,rap/trap
2505,Big Freedia,0.00134,0.676,169681,0.869,6.77E-05,0.0692,-4.689,0.132,114.991,0.271,65,1,0,2,"['bounce', 'escape room', 'lgbtq+ hip hop', 'new orleans rap', 'trap queen']",rap,trap,rap/trap
23934,The Game,0.139025949,0.664949153,260787.2203,0.723237288,5.33E-05,0.221825424,-5.295338983,0.265232203,112.0489831,0.512049153,54.37288136,1,0,59,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
21563,Sheck Wes,0.236666667,0.770666667,204603.6667,0.639333333,0.003286667,0.33,-5.091666667,0.137433333,136.3456667,0.514,72.66666667,7,0,6,"['rap', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
20900,SAINt JHN,0.176008333,0.763916667,199432.4167,0.581416667,0.000397491,0.18975,-6.241166667,0.098891667,121.9755,0.38825,69.58333333,5,1,12,"['melodic rap', 'pop rap', 'rap', 'trap']",rap,trap,rap/trap
25941,Vic Mensa,0.0832,0.663125,279813.5,0.61125,0,0.129375,-6.523,0.1908875,113.15525,0.282875,64.125,6,0,8,"['chicago rap', 'conscious hip hop', 'deep underground hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",rap,trap,rap/trap
26921,Yung Joc,0.069453,0.757142857,237986.5357,0.62075,9.85E-06,0.192928571,-6.614107143,0.158228571,110.0663571,0.554107143,48.92857143,1,1,28,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
12165,Jory Boy,0.12215,0.7175,236992,0.734,0,0.216,-5.2175,0.07435,152.0095,0.649,62,1,0,2,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",rap,trap,rap/trap
7019,Elijah Blake,0.00269,0.753,248253,0.662,2.11E-05,0.505,-6.638,0.0576,130.034,0.549,53,1,1,2,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'trap soul']",rap,trap,rap/trap
17038,Mustard,0.141975217,0.786,226491.5652,0.549782609,2.99E-05,0.198952174,-7.86573913,0.147782609,113.7511304,0.3598,67.73913043,2,1,23,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
20470,Rodríguez,0.397314091,0.514045455,198911.4545,0.642772727,0.001571454,0.14765,-6.007090909,0.069704545,116.9493636,0.550272727,46.45454545,4,1,44,"['alabama rap', 'atl trap']",rap,trap,rap/trap
5230,DCMBR,0.302,0.811,206593,0.574,0,0.0865,-7.003,0.18,96.993,0.546,60,5,0,2,['trap soul'],rap,trap,rap/trap
3529,C-Bone,0.00757,0.874,281267,0.798,0,0.0812,-6.976,0.0503,123.733,0.332,39,11,0,1,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
17306,Ne-Yo,0.190856974,0.628302632,237325.0526,0.712789474,0.000559778,0.216951316,-5.895092105,0.127057895,123.8170263,0.551907895,53.38157895,5,1,76,"['baton rouge rap', 'trap']",rap,trap,rap/trap
5261,DJ Drama,0.1105,0.517833333,282549.5,0.722,0,0.155766667,-5.668666667,0.316966667,104.8978333,0.409833333,53.66666667,3,0,6,"['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
7799,Fetty Wap,0.054156286,0.698628571,207909,0.699571429,4.68E-07,0.203334286,-5.437542857,0.120405714,128.1324286,0.517657143,62.57142857,0,1,35,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
2883,Blueface,0.108515556,0.875277778,166043.3333,0.603055556,2.41E-07,0.263277778,-7.464444444,0.381777778,109.9844444,0.576222222,67.77777778,10,1,18,"['cali rap', 'trap']",rap,trap,rap/trap
1962,Bad Lucc,0.327,0.769,209616,0.666,0,0.124,-7.543,0.0645,92.995,0.194,54,1,1,2,['west coast trap'],rap,trap,rap/trap
30,03 Greedo,0.06932,0.7246,220595.2,0.6938,8.00E-07,0.16506,-5.021,0.05074,93.9078,0.4434,59.2,1,0,5,"['cali rap', 'melodic rap', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
11563,Jimmy Wopo,0.0394,0.889,212767,0.511,0,0.233,-9.043,0.317,77.993,0.53,52,1,0,2,"['pittsburgh rap', 'trap']",rap,trap,rap/trap
5003,Craig Xen,0.141,0.762,167520,0.709,0,0.0798,-5.333,0.337,174.041,0.537,67,11,1,2,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
9387,Gunplay,0.288,0.499,237733,0.921,0,0.482,-3.373,0.435,150.505,0.497,59,6,1,1,"['gangster rap', 'miami hip hop', 'trap']",rap,trap,rap/trap
20070,Rich Gang,0.032766667,0.682,279626.6667,0.597,4.10E-07,0.102166667,-5.668333333,0.194,123.9243333,0.354666667,57.66666667,8,1,3,"['pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
12576,KHEA,0.545,0.7415,353710,0.6855,2.64E-06,0.12815,-5.845,0.14375,141.5255,0.632,75.5,11,1,2,"['argentine hip hop', 'trap argentino']",rap,trap,rap/trap
3021,Bobby Shmurda,0.051344444,0.797888889,195068.3333,0.620111111,4.02E-07,0.182044444,-6.173,0.3062,149.4931111,0.557111111,62.44444444,9,1,9,"['nyc rap', 'trap']",rap,trap,rap/trap
22672,Stwo,0.453,0.812,220000,0.398,5.40E-06,0.12,-9.832,0.105,119.955,0.189,70,9,0,1,['trap soul'],rap,trap,rap/trap
15066,MJG,0.0443625,0.755125,272469.125,0.679625,7.87E-06,0.222675,-6.6586875,0.1649875,123.2805,0.4946875,43.8125,11,1,16,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']",rap,trap,rap/trap
15856,Master P,0.052718032,0.728935484,277583.8387,0.661064516,0.00014221,0.201351613,-6.461870968,0.264516129,115.5462581,0.529387097,40.87096774,1,1,31,"['dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
21479,Shakewell,0.134508,0.7508,136919.2,0.655,0.01656,0.131,-7.7408,0.3114,147.2052,0.352,61.2,2,1,5,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
26860,Young Dru,0.0673,0.797,243973,0.66,0,0.116,-4.849,0.304,87.023,0.873,37,1,1,2,"['cali rap', 'chicano rap', 'latin hip hop', 'west coast trap']",rap,trap,rap/trap
26419,Wifisfuneral,0.254857143,0.808857143,158009.7143,0.489571429,0,0.075485714,-10.21928571,0.421857143,115.5702857,0.225142857,62,6,0,7,"['dark trap', 'emo rap', 'florida rap', 'miami hip hop', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
7600,Fabolous,0.150415862,0.696051724,263096.4483,0.686448276,3.86E-05,0.22295,-6.324293103,0.178937931,111.4956724,0.56462069,52.63793103,7,0,58,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']",rap,trap,rap/trap
13857,Leikeli47,0.0647,0.938,175147,0.59,0,0.086,-7.117,0.282,100.07,0.465,60,7,1,2,"['alternative r&b', 'escape room', 'hip pop', 'pop', 'pop rap', 'trap queen']",rap,trap,rap/trap
19422,Quentin Miller,0.17,0.908,203387,0.402,2.88E-06,0.0941,-10.472,0.294,102.015,0.19,58,11,0,2,"['atl hip hop', 'trap soul', 'underground hip hop']",rap,trap,rap/trap
3861,Carnage,0.2319,0.708833333,201150.8333,0.646166667,4.67E-06,0.283333333,-5.736666667,0.249116667,130.0885,0.423833333,59.83333333,11,1,6,"['edm', 'electronic trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",rap,trap,rap/trap
4971,Cousin Stizz,0.0336,0.828,242653,0.49,2.71E-05,0.0867,-9.278,0.0593,107.968,0.279,56,11,1,2,"['boston hip hop', 'deep underground hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
19314,Problem,0.166643077,0.723461538,220860.4615,0.574230769,0.001012523,0.183738462,-7.382230769,0.184546154,100.2493077,0.432846154,56.30769231,1,1,13,"['cali rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast trap']",rap,trap,rap/trap
14106,Lil Ru,0.285,0.713,207453,0.576,0,0.097,-6.701,0.169,153.02,0.409,47,1,0,2,"['atl hip hop', 'dirty south rap', 'pop rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
26911,Yung Baby Tate,0.00459,0.772,167317,0.637,0,0.0778,-6.881,0.114,149.906,0.54,74,2,1,2,"['escape room', 'trap queen']",rap,trap,rap/trap
8960,Girls,0.0101,0.25,145293,0.705,0.377,0.128,-6.044,0.0313,154.299,0.458,42,6,1,2,"['pop', 'pop rap', 'trap queen']",rap,trap,rap/trap
22970,T-Dre,0.215266667,0.792166667,292166.6667,0.637666667,4.00E-06,0.168733333,-8.4695,0.176333333,99.677,0.470333333,45,2,1,6,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",rap,trap,rap/trap
4720,Clyde Carson,0.0995,0.813,220987,0.523,2.08E-06,0.273,-6.584,0.0658,101.068,0.158,54,8,1,1,"['cali rap', 'hyphy', 'west coast rap', 'west coast trap']",rap,trap,rap/trap
19328,Propaganda,0.075568,0.6138,303272.2,0.7622,0.5762,0.23466,-12.3246,0.03432,123.9554,0.5962,40.8,0,0,10,"['christian hip hop', 'christian trap']",rap,trap,rap/trap
20685,Roy Woods,0.174175,0.72725,203458.875,0.52125,3.08E-05,0.107075,-8.1975,0.055675,103.327375,0.440125,65,11,1,8,"['canadian hip hop', 'hip hop', 'pop rap', 'trap', 'trap soul']",rap,trap,rap/trap
14072,Lil B,0.3317,0.5215,224506.5,0.7975,0,0.2068,-5.1855,0.426,110.9975,0.455,47.5,2,1,4,"['atl hip hop', 'atl trap', 'rap']",rap,trap,rap/trap
702,Alex Rose,0.4265,0.72525,329522.25,0.70075,8.08E-06,0.2095,-3.93325,0.109075,154.747,0.62175,73.5,6,0,4,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",rap,trap,rap/trap
9746,Haystak,0.11758,0.7572,283688,0.668,3.21E-06,0.1957,-6.5774,0.14804,88.6256,0.6056,43.2,0,1,10,"['country rap', 'dirty south rap', 'gangster rap', 'military rap', 'redneck', 'southern hip hop', 'trap']",rap,trap,rap/trap
4747,Coi Leray,0.193,0.714,205701,0.535,0,0.184,-7.896,0.0542,139.944,0.0974,63,9,1,2,['trap queen'],rap,trap,rap/trap
14021,Lexii Alijai,0.23,0.559,218593,0.462,0,0.0997,-8.843,0.216,115.587,0.65,53,9,1,2,"['minnesota hip hop', 'trap queen']",rap,trap,rap/trap
5180,D-A-D,0.00846,0.448,263773,0.763,2.21E-05,0.0607,-11.366,0.0447,145.872,0.672,43,8,1,2,"['melodic rap', 'pop rap', 'rap', 'trap']",rap,trap,rap/trap
428,Afro Bros,0.125,0.765,184558,0.906,0,0.423,-2.097,0.0965,96.071,0.95,78,8,0,1,"['basshall', 'dutch hip hop', 'dutch house', 'dutch trap pop']",rap,trap,rap/trap
19220,Pouya,0.059493333,0.805809524,184093.5238,0.666904762,0.082759348,0.117504762,-6.376904762,0.14412381,114.1472857,0.28372381,60.76190476,1,1,21,"['dark trap', 'emo rap', 'miami hip hop', 'underground hip hop', 'vapor trap']",rap,trap,rap/trap
234,ALLBLACK,0.0738,0.882,256967,0.775,0,0.701,-4.986,0.334,98.023,0.805,65,10,1,1,"['cali rap', 'hyphy', 'k-rap', 'west coast trap']",rap,trap,rap/trap
21956,Slim Thug,0.059342308,0.760461538,275374.1154,0.758653846,0.000290605,0.231523077,-5.980538462,0.206053846,134.3463462,0.580615385,47.03846154,1,1,26,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
5335,Dae Dae,0.07,0.923,181739,0.599,1.23E-06,0.0951,-4.888,0.238,138.024,0.667,53,6,1,2,"['atl hip hop', 'trap']",rap,trap,rap/trap
27209,mike.,0.267411765,0.786647059,207789.7647,0.498764706,7.03E-05,0.128429412,-8.347176471,0.175894118,110.3806471,0.392235294,61.76470588,11,0,17,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",rap,trap,rap/trap
14127,Lil' Flip,0.075342105,0.807421053,250794.4737,0.652894737,5.89E-06,0.200168421,-6.220210526,0.242973684,124.3446316,0.670526316,44.89473684,1,1,19,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap', 'pop rap', 'southern hip hop', 'trap']",rap,trap,rap/trap
18273,PARTYNEXTDOOR,0.2446384,0.5994,213744.04,0.51018,0.00044846,0.171628,-7.4969,0.105658,117.13206,0.263624,61.48,1,0,50,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",rap,trap,rap/trap
8158,Franz Rupp,0.988,0.3345,269038.5,0.12975,0.0471,0.163,-13.5095,0.054675,82.8805,0.2525,1.25,7,1,8,['historic classical performance'],classical,performance,classical/performance
13919,Leonard Bernstein,0.87542329,0.323771904,331077.6007,0.211741155,0.506012168,0.227327357,-19.34347505,0.085401294,105.1448743,0.238651756,10.83918669,5,1,541,"['american modern classical', 'classical', 'classical performance', 'orchestral performance']",classical,performance,classical/performance
22578,Steven Isserlis,0.985,0.2373,262020,0.0663,0.9045,0.09825,-29.297,0.04215,118.088,0.2592,46.5,2,1,2,"['classical cello', 'classical performance']",classical,performance,classical/performance
3127,Boston Symphony Orchestra,0.893671642,0.280131343,334333.1791,0.137011343,0.609737313,0.13898209,-23.90813433,0.041952239,108.5888358,0.199762687,9.985074627,2,1,67,"['classical', 'classical performance', 'orchestra']",classical,performance,classical/performance
18168,Oslo Philharmonic Orchestra,0.9665,0.1846,715073,0.1835,0.8975,0.10325,-17.7345,0.0396,106.822,0.1048,29,2,1,2,"['classical performance', 'orchestra']",classical,performance,classical/performance
3978,Catherine Wyn-Rogers,0.956,0.311,269827,0.277,0.251,0.0676,-14.631,0.0549,137.587,0.114,44,7,1,1,"['classical mezzo-soprano', 'historically informed performance']",classical,performance,classical/performance
16005,Maxim Vengerov,0.933,0.25,774507,0.192,0.0157,0.159,-18.889,0.0425,100.736,0.123,37,4,0,1,"['classical performance', 'violin']",classical,performance,classical/performance
16766,Monica Huggett,0.931555556,0.437777778,236407.2222,0.143553333,0.281812103,0.187744444,-20.71955556,0.05,103.6508889,0.507333333,34.11111111,1,1,9,"['baroque violin', 'classical performance', 'historically informed performance', 'violin']",classical,performance,classical/performance
14357,London Philharmonic Orchestra,0.945934641,0.241236601,426726.7582,0.137466667,0.47752597,0.1555,-20.69982353,0.049958824,94.99091503,0.144656863,5.529411765,2,1,153,"['classical', 'classical performance', 'orchestra']",classical,performance,classical/performance
18958,Philharmonia Orchestra,0.934314325,0.298731129,278163.9614,0.160652287,0.293368925,0.243433058,-19.19853719,0.087672452,103.4400413,0.211630579,5.121212121,5,1,363,"['classical', 'classical performance', 'opera', 'orchestra']",classical,performance,classical/performance
19035,Pierre Boulez,0.8948,0.270744,274657.12,0.2000348,0.636159681,0.159964,-22.79856,0.045912,108.5866,0.14522,15.64,5,0,25,"['acousmatic', 'avant-garde', 'classical', 'contemporary classical', 'orchestral performance', 'serialism']",classical,performance,classical/performance
13346,Kun-Woo Paik,0.991,0.35,167000,0.00579,0.952,0.132,-34.753,0.0381,65.447,0.152,51,8,1,2,['korean classical performance'],classical,performance,classical/performance
20690,Royal Liverpool Philharmonic Orchestra,0.951666667,0.218666667,830457.6667,0.1005,0.613,0.094466667,-24.41666667,0.045033333,88.81,0.0738,45,9,1,3,"['classical performance', 'orchestra']",classical,performance,classical/performance
10791,Jacqueline du Pré,0.967,0.197,614330.6,0.11374,0.7164,0.1152,-21.8328,0.04312,107.8802,0.07552,32.8,7,1,5,"['classical cello', 'classical performance']",classical,performance,classical/performance
10236,I Musici,0.966,0.258,170333,0.0617,0.698,0.309,-25.764,0.0399,95.284,0.265,41,7,1,2,"['chamber orchestra', 'classical performance', 'string orchestra']",classical,performance,classical/performance
7194,Emma Kirkby,0.891,0.311,309026.6667,0.053533333,0.004720333,0.1465,-22.41066667,0.0458,106.135,0.1864,44.33333333,3,0,3,"['classical performance', 'classical soprano', 'opera']",classical,performance,classical/performance
9459,Göran Söllscher,0.975,0.3925,200393.5,0.03135,0.8955,0.1095,-27.6185,0.0484,125.6085,0.3255,44.5,7,0,4,"['classical guitar', 'classical performance']",classical,performance,classical/performance
5435,Daniel Hope,0.499,0.701,151507,0.341,0.903,0.359,-12.26,0.0418,105.513,0.163,52,1,0,1,"['classical performance', 'violin']",classical,performance,classical/performance
12716,Karl Böhm,0.922829457,0.299903101,409133.3488,0.20039845,0.366740564,0.283740698,-18.05223643,0.076163953,99.49048837,0.24428876,2.480620155,7,1,258,"['classical performance', 'orchestral performance']",classical,performance,classical/performance
1613,Arthur Rubinstein,0.990126456,0.350319468,300385.5774,0.093268719,0.858932001,0.135489517,-23.01526789,0.06352213,93.41213145,0.202620466,7.512479201,1,1,601,"['classical', 'classical performance', 'classical piano']",classical,performance,classical/performance
10513,Isaac Stern,0.946985507,0.343440821,337072.2053,0.175447536,0.378167555,0.159365459,-18.83227536,0.044920048,106.9179203,0.28615314,2.809178744,9,1,414,"['classical performance', 'violin']",classical,performance,classical/performance
19073,Pinchas Zukerman,0.964111111,0.253266667,494838.4444,0.138211111,0.513657778,0.123711111,-20.30033333,0.043644444,105.1042222,0.130766667,24.22222222,9,1,9,"['classical performance', 'violin']",classical,performance,classical/performance
17990,"Orchestra Del Teatro Alla Scala, Milano",0.971563177,0.297658845,237619.8375,0.171350181,0.176417256,0.222104332,-17.17776173,0.057683032,97.08085921,0.172784116,8.602888087,2,1,277,"['classical performance', 'opera', 'orchestra']",classical,performance,classical/performance
